Date,Price,Open,High,Low,Volume,Chg%
"Mar 03, 2016",10.2767,10.2847,10.3089,10.2747,0,-0.11%
"Mar 04, 2016",10.2854,10.2749,10.3361,10.2725,0,0.08%
"Mar 07, 2016",10.2795,10.2894,10.3088,10.2673,0,-0.06%
"Mar 08, 2016",10.351,10.276,10.3696,10.2759,0,0.70%
"Mar 09, 2016",10.3061,10.3489,10.3665,10.2912,0,-0.43%
"Mar 10, 2016",10.3437,10.3006,10.3514,10.2497,0,0.36%
"Mar 11, 2016",10.303,10.3391,10.3643,10.2929,0,-0.39%
"Mar 14, 2016",10.329,10.3075,10.3455,10.2964,0,0.25%
"Mar 15, 2016",10.3418,10.325,10.357,10.3185,0,0.12%
"Mar 16, 2016",10.2994,10.3345,10.3527,10.293,0,-0.41%
"Mar 17, 2016",10.2888,10.3346,10.3387,10.2582,0,-0.10%
"Mar 18, 2016",10.2577,10.2894,10.3162,10.2282,0,-0.30%
"Mar 21, 2016",10.2551,10.2507,10.2745,10.2332,0,-0.03%
"Mar 22, 2016",10.2858,10.2482,10.2937,10.2345,0,0.30%
"Mar 23, 2016",10.2871,10.2804,10.3078,10.2467,0,0.01%
"Mar 24, 2016",10.2716,10.2812,10.2864,10.252,0,-0.15%
"Mar 25, 2016",10.2562,10.2665,10.2745,10.2413,0,-0.15%
"Mar 28, 2016",10.2356,10.2441,10.2733,10.2074,0,-0.20%
"Mar 29, 2016",10.2014,10.2306,10.2402,10.198,0,-0.33%
"Mar 30, 2016",10.2667,10.1956,10.2667,10.1956,0,0.64%
"Mar 31, 2016",10.2737,10.2621,10.2753,10.2242,0,0.07%
"Apr 01, 2016",10.2438,10.2467,10.2807,10.2364,0,-0.29%
"Apr 04, 2016",10.2037,10.2321,10.2472,10.1881,0,-0.39%
"Apr 05, 2016",10.2546,10.2016,10.2757,10.1979,0,0.50%
"Apr 06, 2016",10.2637,10.2508,10.3018,10.2437,0,0.09%
"Apr 07, 2016",10.3291,10.2576,10.3398,10.2552,0,0.64%
"Apr 08, 2016",10.2928,10.3227,10.3338,10.2715,0,-0.35%
"Apr 11, 2016",10.2619,10.2871,10.3042,10.2517,0,-0.30%
"Apr 12, 2016",10.2517,10.2601,10.2996,10.2458,0,-0.10%
"Apr 13, 2016",10.2643,10.2466,10.3011,10.2457,0,0.12%
"Apr 14, 2016",10.2732,10.2617,10.2888,10.2541,0,0.09%
"Apr 15, 2016",10.2942,10.2691,10.2942,10.2589,0,0.20%
"Apr 18, 2016",10.2571,10.2886,10.3017,10.2499,0,-0.36%
"Apr 19, 2016",10.2429,10.2501,10.2762,10.225,0,-0.14%
"Apr 20, 2016",10.2253,10.2379,10.2679,10.2077,0,-0.17%
"Apr 21, 2016",10.2577,10.2185,10.2637,10.2122,0,0.32%
"Apr 22, 2016",10.2539,10.2567,10.2665,10.2332,0,-0.04%
"Apr 25, 2016",10.2703,10.2515,10.2812,10.2367,0,0.16%
"Apr 26, 2016",10.2263,10.2653,10.2992,10.2188,0,-0.43%
"Apr 27, 2016",10.2174,10.2203,10.2627,10.2115,0,-0.09%
"Apr 28, 2016",10.2536,10.2187,10.2776,10.204,0,0.35%
"Apr 29, 2016",10.2601,10.2473,10.2828,10.2148,0,0.06%
"May 02, 2016",10.248,10.2583,10.2663,10.242,0,-0.12%
"May 03, 2016",10.2527,10.2456,10.2625,10.2241,0,0.05%
"May 04, 2016",10.2585,10.2516,10.2681,10.2276,0,0.06%
"May 05, 2016",10.2342,10.2566,10.2659,10.2056,0,-0.24%
"May 06, 2016",10.246,10.2339,10.2636,10.2208,0,0.12%
"May 09, 2016",10.2429,10.2396,10.2503,10.2047,0,-0.03%
"May 10, 2016",10.2221,10.2368,10.2488,10.2058,0,-0.20%
"May 11, 2016",10.2528,10.2154,10.2649,10.2154,0,0.30%
"May 12, 2016",10.2439,10.2497,10.2664,10.212,0,-0.09%
"May 13, 2016",10.235,10.2381,10.2555,10.2266,0,-0.09%
"May 16, 2016",10.2503,10.2387,10.2597,10.225,0,0.15%
"May 17, 2016",10.2485,10.2444,10.2601,10.2226,0,-0.02%
"May 18, 2016",10.2679,10.2416,10.2723,10.2314,0,0.19%
"May 19, 2016",10.3003,10.2641,10.3285,10.251,0,0.32%
"May 20, 2016",10.2929,10.294,10.3196,10.2812,0,-0.07%
"May 23, 2016",10.2826,10.294,10.315,10.2701,0,-0.10%
"May 24, 2016",10.314,10.2802,10.3437,10.2784,0,0.31%
"May 25, 2016",10.2643,10.3093,10.3241,10.2439,0,-0.48%
"May 26, 2016",10.2069,10.2666,10.2848,10.197,0,-0.56%
"May 27, 2016",10.213,10.203,10.2393,10.182,0,0.06%
"May 30, 2016",10.2033,10.2102,10.2406,10.183,0,-0.09%
"May 31, 2016",10.2096,10.1982,10.2419,10.1888,0,0.06%
"Jun 01, 2016",10.256,10.203,10.268,10.1774,0,0.45%
"Jun 02, 2016",10.216,10.2618,10.2719,10.2018,0,-0.39%
"Jun 03, 2016",10.2058,10.2126,10.2308,10.1835,0,-0.10%
"Jun 06, 2016",10.1756,10.216,10.2217,10.1698,0,-0.30%
"Jun 07, 2016",10.1435,10.1729,10.1907,10.1377,0,-0.32%
"Jun 08, 2016",10.1334,10.1412,10.1762,10.1203,0,-0.10%
"Jun 09, 2016",10.1727,10.1267,10.1791,10.124,0,0.39%
"Jun 10, 2016",10.2031,10.1713,10.2119,10.1611,0,0.30%
"Jun 13, 2016",10.202,10.1982,10.207,10.1545,0,-0.01%
"Jun 14, 2016",10.2012,10.1955,10.2227,10.1762,0,-0.01%
"Jun 15, 2016",10.1915,10.1942,10.2097,10.173,0,-0.10%
"Jun 16, 2016",10.2116,10.1849,10.2355,10.1836,0,0.20%
"Jun 17, 2016",10.1806,10.2074,10.2262,10.1676,0,-0.30%
"Jun 20, 2016",10.2707,10.1736,10.2868,10.1735,0,0.89%
"Jun 21, 2016",10.261,10.2606,10.2826,10.2394,0,-0.09%
"Jun 22, 2016",10.2546,10.2605,10.2801,10.2336,0,-0.06%
"Jun 23, 2016",10.2291,10.2481,10.2699,10.2103,0,-0.25%
"Jun 24, 2016",10.2517,10.2222,10.3343,10.1671,0,0.22%
"Jun 27, 2016",10.2103,10.2402,10.2598,10.1953,0,-0.40%
"Jun 28, 2016",10.1856,10.2011,10.2279,10.1696,0,-0.24%
"Jun 29, 2016",10.1588,10.1794,10.2075,10.1398,0,-0.26%
"Jun 30, 2016",10.1539,10.1505,10.1861,10.1386,0,-0.05%
"Jul 01, 2016",10.0951,10.1499,10.1537,10.0818,0,-0.58%
"Jul 04, 2016",10.0918,10.092,10.1111,10.0704,0,-0.03%
"Jul 05, 2016",10.0955,10.0846,10.1245,10.0766,0,0.04%
"Jul 06, 2016",10.0718,10.0905,10.1087,10.0582,0,-0.23%
"Jul 07, 2016",10.1025,10.0648,10.1091,10.0553,0,0.30%
"Jul 08, 2016",10.0387,10.0978,10.103,10.0265,0,-0.63%
"Jul 11, 2016",10.0297,10.0368,10.0551,10.0103,0,-0.09%
"Jul 12, 2016",10.0133,10.0277,10.057,10.0058,0,-0.16%
"Jul 13, 2016",10.0229,10.0208,10.06,10.0012,0,0.10%
"Jul 14, 2016",10.0011,10.0152,10.029,9.9883,0,-0.22%
"Jul 15, 2016",10.0378,9.9945,10.0498,9.9945,0,0.37%
"Jul 18, 2016",10.0137,10.0264,10.0393,9.999,0,-0.24%
"Jul 19, 2016",10.036,10.0075,10.047,10.0072,0,0.22%
"Jul 20, 2016",10.0578,10.0274,10.0748,10.0267,0,0.22%
"Jul 21, 2016",10.0597,10.0553,10.0854,10.0444,0,0.02%
"Jul 22, 2016",10.0538,10.0567,10.0828,10.0374,0,-0.06%
"Jul 25, 2016",10.0938,10.0463,10.1025,10.0419,0,0.40%
"Jul 26, 2016",10.09,10.0924,10.1105,10.0733,0,-0.04%
"Jul 27, 2016",10.0558,10.08,10.0994,10.0468,0,-0.34%
"Jul 28, 2016",10.0691,10.0492,10.0824,10.0491,0,0.13%
"Jul 29, 2016",10.0424,10.0657,10.0889,10.0383,0,-0.27%
"Aug 01, 2016",10.049,10.0503,10.0725,10.026,0,0.07%
"Aug 02, 2016",10.0619,10.0452,10.066,10.0349,0,0.13%
"Aug 03, 2016",10.064,10.0561,10.1111,10.0553,0,0.02%
"Aug 04, 2016",10.0634,10.0613,10.0992,10.0432,0,-0.01%
"Aug 05, 2016",10.0417,10.0578,10.0729,10.0227,0,-0.22%
"Aug 08, 2016",10.0294,10.0347,10.0422,10.0095,0,-0.12%
"Aug 09, 2016",10.0327,10.0262,10.0597,10.0214,0,0.03%
"Aug 10, 2016",10.0581,10.0267,10.0715,10.0176,0,0.25%
"Aug 11, 2016",10.0715,10.0513,10.0767,10.0503,0,0.13%
"Aug 12, 2016",10.0835,10.0695,10.0863,10.0474,0,0.12%
"Aug 15, 2016",10.0712,10.0778,10.0831,10.0587,0,-0.12%
"Aug 16, 2016",10.093,10.0701,10.1017,10.0594,0,0.22%
"Aug 17, 2016",10.0828,10.0875,10.1029,10.071,0,-0.10%
"Aug 18, 2016",10.0781,10.0807,10.1049,10.0562,0,-0.05%
"Aug 19, 2016",10.091,10.0732,10.1016,10.0574,0,0.13%
"Aug 22, 2016",10.1045,10.0872,10.1298,10.0628,0,0.13%
"Aug 23, 2016",10.1074,10.097,10.1143,10.0875,0,0.03%
"Aug 24, 2016",10.0866,10.0994,10.1247,10.0647,0,-0.21%
"Aug 25, 2016",10.0636,10.0808,10.0946,10.0562,0,-0.23%
"Aug 26, 2016",10.0626,10.0569,10.0684,10.011,0,-0.01%
"Aug 29, 2016",10.0503,10.0568,10.0752,10.0375,0,-0.12%
"Aug 30, 2016",10.0498,10.0458,10.0647,10.0185,0,0.00%
"Aug 31, 2016",10.0269,10.0438,10.0596,10.0168,0,-0.23%
"Sep 01, 2016",10.0128,10.0212,10.0446,10.0044,0,-0.14%
"Sep 02, 2016",9.9985,10.011,10.0238,9.9632,0,-0.14%
"Sep 05, 2016",9.9557,9.99,9.9999,9.9385,0,-0.43%
"Sep 06, 2016",9.9288,9.947,9.9731,9.9193,0,-0.27%
"Sep 07, 2016",9.9779,9.929,9.9823,9.929,0,0.49%
"Sep 08, 2016",9.9982,9.9727,10.0051,9.9557,0,0.20%
"Sep 09, 2016",10.0172,9.9974,10.0172,9.9468,0,0.19%
"Sep 12, 2016",9.9905,10.0105,10.0312,9.9853,0,-0.27%
"Sep 13, 2016",10.0519,9.987,10.053,9.986,0,0.61%
"Sep 14, 2016",10.0096,10.0473,10.0636,10.0024,0,-0.42%
"Sep 15, 2016",10.019,10.0041,10.0526,9.9996,0,0.09%
"Sep 16, 2016",10.0512,10.014,10.0579,10.0007,0,0.32%
"Sep 19, 2016",10.0442,10.0458,10.0625,10.021,0,-0.07%
"Sep 20, 2016",10.0397,10.0375,10.0586,10.024,0,-0.04%
"Sep 21, 2016",10.0034,10.0357,10.0652,9.9972,0,-0.36%
"Sep 22, 2016",9.9978,10.0008,10.0343,9.9757,0,-0.06%
"Sep 23, 2016",10.0019,9.9938,10.0083,9.9813,0,0.04%
"Sep 26, 2016",9.9885,9.9996,10.0169,9.9764,0,-0.13%
"Sep 27, 2016",9.9586,9.9864,10.0072,9.9532,0,-0.30%
"Sep 28, 2016",9.9397,9.9544,9.9726,9.9346,0,-0.19%
"Sep 29, 2016",10.021,9.9346,10.0404,9.9318,0,0.82%
"Sep 30, 2016",9.976,10.0145,10.0313,9.9612,0,-0.45%
"Oct 03, 2016",9.9745,9.9698,9.9841,9.951,0,-0.02%
"Oct 04, 2016",9.984,9.9606,9.9871,9.9424,0,0.10%
"Oct 05, 2016",9.9785,9.9784,9.9939,9.9622,0,-0.06%
"Oct 06, 2016",9.9971,9.9725,10.0121,9.9695,0,0.19%
"Oct 07, 2016",9.983,9.9908,10.026,9.9667,0,-0.14%
"Oct 10, 2016",9.9132,9.9767,9.9916,9.9049,0,-0.70%
"Oct 11, 2016",9.9427,9.9101,9.9467,9.8999,0,0.30%
"Oct 12, 2016",9.9438,9.9343,9.9593,9.9239,0,0.01%
"Oct 13, 2016",9.9287,9.943,9.9619,9.9155,0,-0.15%
"Oct 14, 2016",9.9151,9.9234,9.9504,9.9004,0,-0.14%
"Oct 17, 2016",9.913,9.912,9.9338,9.9036,0,-0.02%
"Oct 18, 2016",9.8996,9.9078,9.9159,9.8861,0,-0.14%
"Oct 19, 2016",9.891,9.898,9.9091,9.8829,0,-0.09%
"Oct 20, 2016",9.9075,9.8871,9.9198,9.8829,0,0.17%
"Oct 21, 2016",9.8904,9.9072,9.9122,9.8817,0,-0.17%
"Oct 24, 2016",9.8661,9.8864,9.8949,9.8496,0,-0.25%
"Oct 25, 2016",9.8517,9.8622,9.8827,9.8358,0,-0.15%
"Oct 26, 2016",9.8747,9.8464,9.8803,9.841,0,0.23%
"Oct 27, 2016",9.857,9.8722,9.8853,9.8447,0,-0.18%
"Oct 28, 2016",9.8509,9.8531,9.8796,9.8326,0,-0.06%
"Oct 31, 2016",9.8417,9.8451,9.8713,9.8353,0,-0.09%
"Nov 01, 2016",9.8567,9.8369,9.865,9.8353,0,0.15%
"Nov 02, 2016",9.8803,9.8501,9.8888,9.8464,0,0.24%
"Nov 03, 2016",9.8554,9.8774,9.8867,9.8434,0,-0.25%
"Nov 04, 2016",9.8862,9.8486,9.8872,9.8463,0,0.31%
"Nov 07, 2016",9.8493,9.8802,9.8855,9.8339,0,-0.37%
"Nov 08, 2016",9.7601,9.8441,9.8513,9.7531,0,-0.91%
"Nov 09, 2016",9.8104,9.7537,9.9119,9.751,0,0.52%
"Nov 10, 2016",9.8304,9.7851,9.8379,9.7657,0,0.20%
"Nov 11, 2016",9.9178,9.8097,9.9244,9.8093,0,0.89%
"Nov 14, 2016",9.9002,9.9076,9.9122,9.8713,0,-0.18%
"Nov 15, 2016",9.8826,9.8957,9.9071,9.8433,0,-0.18%
"Nov 16, 2016",9.8829,9.876,9.9061,9.8417,0,0.00%
"Nov 17, 2016",9.8896,9.8746,9.902,9.8603,0,0.07%
"Nov 18, 2016",9.899,9.8845,9.9083,9.8621,0,0.10%
"Nov 21, 2016",9.8984,9.8948,9.9079,9.8647,0,-0.01%
"Nov 22, 2016",9.9268,9.8951,9.9405,9.8759,0,0.29%
"Nov 23, 2016",9.9396,9.9224,9.9648,9.9164,0,0.13%
"Nov 24, 2016",9.9371,9.9409,9.9577,9.9085,0,-0.03%
"Nov 25, 2016",9.9018,9.9298,9.949,9.8749,0,-0.36%
"Nov 28, 2016",9.9265,9.8972,9.973,9.8972,0,0.25%
"Nov 29, 2016",9.9489,9.9197,9.9823,9.9176,0,0.23%
"Nov 30, 2016",9.9608,9.9423,9.9853,9.9292,0,0.12%
"Dec 01, 2016",9.9086,9.9543,9.9612,9.8955,0,-0.52%
"Dec 02, 2016",9.8788,9.902,9.9398,9.8694,0,-0.30%
"Dec 05, 2016",9.8859,9.8717,9.9186,9.871,0,0.07%
"Dec 06, 2016",9.8432,9.8795,9.9296,9.8279,0,-0.43%
"Dec 07, 2016",9.8012,9.8371,9.878,9.7944,0,-0.43%
"Dec 08, 2016",9.8179,9.7973,9.8261,9.7826,0,0.17%
"Dec 09, 2016",9.7675,9.7928,9.808,9.7551,0,-0.51%
"Dec 12, 2016",9.7628,9.7612,9.7853,9.7454,0,-0.05%
"Dec 13, 2016",9.7673,9.7575,9.7974,9.7537,0,0.05%
"Dec 14, 2016",9.7719,9.7611,9.7945,9.7574,0,0.05%
"Dec 15, 2016",9.7716,9.7646,9.7936,9.7236,0,0.00%
"Dec 16, 2016",9.749,9.7654,9.7752,9.731,0,-0.23%
"Dec 19, 2016",9.7561,9.7423,9.78,9.7415,0,0.07%
"Dec 20, 2016",9.7714,9.7504,9.8008,9.7504,0,0.16%
"Dec 21, 2016",9.7717,9.7651,9.796,9.7559,0,0.00%
"Dec 22, 2016",9.7617,9.7661,9.796,9.7519,0,-0.10%
"Dec 23, 2016",9.7658,9.7555,9.7814,9.746,0,0.04%
"Dec 26, 2016",9.7512,9.7604,9.7666,9.7406,0,-0.15%
"Dec 27, 2016",9.7774,9.7571,9.7972,9.7483,0,0.27%
"Dec 28, 2016",9.8044,9.7712,9.8188,9.7694,0,0.28%
"Dec 29, 2016",9.7675,9.7981,9.8168,9.7592,0,-0.38%
"Dec 30, 2016",9.7846,9.7636,9.7904,9.7625,0,0.18%
"Jan 02, 2017",9.8121,9.7804,9.8245,9.774,0,0.28%
"Jan 03, 2017",9.8062,9.8085,9.8316,9.7816,0,-0.06%
"Jan 04, 2017",9.7887,9.8027,9.8249,9.778,0,-0.18%
"Jan 05, 2017",9.8321,9.7845,9.8795,9.7841,0,0.44%
"Jan 06, 2017",9.8422,9.8259,9.8743,9.7926,0,0.10%
"Jan 09, 2017",9.8163,9.8364,9.8511,9.8069,0,-0.26%
"Jan 10, 2017",9.8718,9.8127,9.8751,9.8098,0,0.57%
"Jan 11, 2017",9.8464,9.865,9.8828,9.8262,0,-0.26%
"Jan 12, 2017",9.8877,9.8263,9.8919,9.8235,0,0.42%
"Jan 13, 2017",9.8804,9.8826,9.9113,9.8661,0,-0.07%
"Jan 16, 2017",9.8686,9.8744,9.9088,9.8565,0,-0.12%
"Jan 17, 2017",9.9002,9.8638,9.9276,9.8594,0,0.32%
"Jan 18, 2017",9.9752,9.894,9.9752,9.8862,0,0.76%
"Jan 19, 2017",9.9109,9.9697,9.9845,9.9003,0,-0.64%
"Jan 20, 2017",9.8997,9.9047,9.9334,9.8769,0,-0.11%
"Jan 23, 2017",9.9286,9.8941,9.9559,9.8895,0,0.29%
"Jan 24, 2017",9.934,9.9234,9.9543,9.9162,0,0.05%
"Jan 25, 2017",9.8767,9.9275,9.9468,9.8693,0,-0.58%
"Jan 26, 2017",9.9069,9.8715,9.9154,9.87,0,0.31%
"Jan 27, 2017",9.8966,9.8984,9.9184,9.8729,0,-0.10%
"Jan 30, 2017",9.8565,9.8884,9.8988,9.8374,0,-0.41%
"Jan 31, 2017",9.8109,9.8481,9.8694,9.7916,0,-0.46%
"Feb 01, 2017",9.7964,9.8236,9.8384,9.7866,0,-0.15%
"Feb 02, 2017",9.7666,9.7844,9.8102,9.7589,0,-0.30%
"Feb 03, 2017",9.7798,9.7582,9.818,9.7582,0,0.14%
"Feb 06, 2017",9.7909,9.7787,9.8123,9.7763,0,0.11%
"Feb 07, 2017",9.7831,9.7844,9.8077,9.7729,0,-0.08%
"Feb 08, 2017",9.7567,9.7723,9.8018,9.7527,0,-0.27%
"Feb 09, 2017",9.7198,9.7537,9.7784,9.7072,0,-0.38%
"Feb 10, 2017",9.7192,9.7013,9.7441,9.7002,0,-0.01%
"Feb 13, 2017",9.7326,9.7136,9.7573,9.695,0,0.14%
"Feb 14, 2017",9.7322,9.7162,9.7609,9.7132,0,0.00%
"Feb 15, 2017",9.7328,9.7178,9.7562,9.7178,0,0.01%
"Feb 16, 2017",9.7874,9.7348,9.7955,9.7348,0,0.56%
"Feb 17, 2017",9.7691,9.7725,9.786,9.7482,0,-0.19%
"Feb 20, 2017",9.7267,9.7539,9.771,9.7217,0,-0.43%
"Feb 21, 2017",9.7304,9.7255,9.7413,9.7105,0,0.04%
"Feb 22, 2017",9.7342,9.7211,9.7505,9.7167,0,0.04%
"Feb 23, 2017",9.7129,9.7253,9.7402,9.6975,0,-0.22%
"Feb 24, 2017",9.7022,9.7039,9.7174,9.6879,0,-0.11%
"Feb 27, 2017",9.7077,9.683,9.7254,9.683,0,0.06%
"Feb 28, 2017",9.7157,9.7023,9.7306,9.6986,0,0.08%
"Mar 01, 2017",9.7161,9.7088,9.7302,9.697,0,0.00%
"Mar 02, 2017",9.6932,9.7079,9.7209,9.6791,0,-0.24%
"Mar 03, 2017",9.6822,9.6813,9.6982,9.6706,0,-0.11%
"Mar 06, 2017",9.6668,9.6837,9.6941,9.6578,0,-0.16%
"Mar 07, 2017",9.6523,9.6537,9.6702,9.6466,0,-0.15%
"Mar 08, 2017",9.6577,9.649,9.6651,9.6477,0,0.06%
"Mar 09, 2017",9.6494,9.6523,9.6747,9.6372,0,-0.09%
"Mar 10, 2017",9.6324,9.6386,9.6637,9.6169,0,-0.18%
"Mar 13, 2017",9.5711,9.6295,9.6434,9.5612,0,-0.64%
"Mar 14, 2017",9.512,9.5665,9.5812,9.5047,0,-0.62%
"Mar 15, 2017",9.4914,9.5071,9.5164,9.4586,0,-0.22%
"Mar 16, 2017",9.4788,9.4879,9.5283,9.4612,0,-0.13%
"Mar 17, 2017",9.4845,9.4711,9.5192,9.4622,0,0.06%
"Mar 20, 2017",9.4587,9.4828,9.4913,9.4475,0,-0.27%
"Mar 21, 2017",9.4881,9.4502,9.4881,9.4502,0,0.31%
"Mar 22, 2017",9.5099,9.4777,9.5305,9.4719,0,0.23%
"Mar 23, 2017",9.5053,9.5125,9.5265,9.486,0,-0.05%
"Mar 24, 2017",9.5044,9.4991,9.5144,9.4884,0,-0.01%
"Mar 27, 2017",9.4567,9.4944,9.5289,9.4453,0,-0.50%
"Mar 28, 2017",9.4539,9.4474,9.4615,9.4334,0,-0.03%
"Mar 29, 2017",9.4158,9.4471,9.4536,9.4089,0,-0.40%
"Mar 30, 2017",9.4145,9.4079,9.4314,9.4026,0,-0.01%
"Mar 31, 2017",9.4176,9.4097,9.4407,9.3919,0,0.03%
"Apr 03, 2017",9.4358,9.4036,9.4538,9.3978,0,0.19%
"Apr 04, 2017",9.4496,9.4268,9.4597,9.4268,0,0.15%
"Apr 05, 2017",9.4093,9.4428,9.468,9.4034,0,-0.43%
"Apr 06, 2017",9.3663,9.4049,9.4334,9.3478,0,-0.46%
"Apr 07, 2017",9.314,9.3616,9.3851,9.2984,0,-0.56%
"Apr 10, 2017",9.3589,9.2991,9.3616,9.299,0,0.48%
"Apr 11, 2017",9.3663,9.3481,9.3737,9.3305,0,0.08%
"Apr 12, 2017",9.387,9.3614,9.3948,9.3545,0,0.22%
"Apr 13, 2017",9.3534,9.3828,9.4166,9.3406,0,-0.36%
"Apr 14, 2017",9.3648,9.3465,9.3672,9.3465,0,0.12%
"Apr 17, 2017",9.3689,9.3624,9.3791,9.3275,0,0.04%
"Apr 18, 2017",9.3877,9.3629,9.3948,9.3536,0,0.20%
"Apr 19, 2017",9.388,9.3741,9.3909,9.3697,0,0.00%
"Apr 20, 2017",9.3894,9.3803,9.4025,9.3726,0,0.01%
"Apr 21, 2017",9.3887,9.3849,9.4032,9.3756,0,-0.01%
"Apr 24, 2017",9.3671,9.3883,9.3941,9.3532,0,-0.23%
"Apr 25, 2017",9.3439,9.3653,9.3709,9.3249,0,-0.25%
"Apr 26, 2017",9.3041,9.3364,9.3443,9.2815,0,-0.43%
"Apr 27, 2017",9.2949,9.3001,9.3113,9.2741,0,-0.10%
"Apr 28, 2017",9.3262,9.2917,9.3422,9.2917,0,0.34%
"May 01, 2017",9.3211,9.3185,9.3254,9.3142,0,-0.05%
"May 02, 2017",9.3047,9.3142,9.3198,9.2971,0,-0.18%
"May 03, 2017",9.3008,9.3026,9.3151,9.2958,0,-0.04%
"May 04, 2017",9.3117,9.2976,9.3215,9.2976,0,0.12%
"May 05, 2017",9.3169,9.3134,9.3326,9.3069,0,0.06%
"May 08, 2017",9.3215,9.3198,9.325,9.2947,0,0.05%
"May 09, 2017",9.3638,9.3111,9.3712,9.3111,0,0.45%
"May 10, 2017",9.3602,9.3604,9.381,9.344,0,-0.04%
"May 11, 2017",9.3291,9.3522,9.3562,9.3185,0,-0.33%
"May 12, 2017",9.3115,9.3299,9.3353,9.3072,0,-0.19%
"May 15, 2017",9.2942,9.3078,9.3198,9.2748,0,-0.19%
"May 16, 2017",9.2998,9.2864,9.3135,9.2864,0,0.06%
"May 17, 2017",9.3186,9.2941,9.3244,9.2893,0,0.20%
"May 18, 2017",9.4176,9.3103,9.4213,9.3066,0,1.06%
"May 19, 2017",9.3776,9.4144,9.4374,9.3715,0,-0.42%
"May 22, 2017",9.3678,9.3742,9.3868,9.3492,0,-0.10%
"May 23, 2017",9.4187,9.3586,9.4238,9.3565,0,0.54%
"May 24, 2017",9.4007,9.4124,9.431,9.3883,0,-0.19%
"May 25, 2017",9.3982,9.3956,9.429,9.3795,0,-0.03%
"May 26, 2017",9.4099,9.3952,9.4331,9.3874,0,0.12%
"May 29, 2017",9.4143,9.4013,9.4223,9.397,0,0.05%
"May 30, 2017",9.4281,9.4232,9.4387,9.4174,0,0.15%
"May 31, 2017",9.4727,9.4188,9.4744,9.4188,0,0.47%
"Jun 01, 2017",9.4713,9.4846,9.5158,9.4516,0,-0.01%
"Jun 02, 2017",9.4566,9.4619,9.48,9.4388,0,-0.16%
"Jun 05, 2017",9.4576,9.4716,9.4765,9.4481,0,0.01%
"Jun 06, 2017",9.4816,9.4533,9.4921,9.4532,0,0.25%
"Jun 07, 2017",9.4817,9.4818,9.4993,9.4564,0,0.00%
"Jun 08, 2017",9.4482,9.4778,9.4831,9.445,0,-0.35%
"Jun 09, 2017",9.4505,9.4528,9.4645,9.4352,0,0.02%
"Jun 12, 2017",9.4849,9.4471,9.487,9.4471,0,0.36%
"Jun 13, 2017",9.4638,9.4785,9.4926,9.4577,0,-0.22%
"Jun 14, 2017",9.4579,9.4603,9.4747,9.4484,0,-0.06%
"Jun 15, 2017",9.4839,9.4619,9.4984,9.4531,0,0.27%
"Jun 16, 2017",9.4657,9.4799,9.4995,9.4472,0,-0.19%
"Jun 19, 2017",9.4574,9.4596,9.4733,9.4384,0,-0.09%
"Jun 20, 2017",9.4506,9.4517,9.4535,9.4222,0,-0.07%
"Jun 21, 2017",9.4487,9.4489,9.4737,9.442,0,-0.02%
"Jun 22, 2017",9.4523,9.4459,9.4594,9.4321,0,0.04%
"Jun 23, 2017",9.4352,9.4467,9.4541,9.4177,0,-0.18%
"Jun 26, 2017",9.4188,9.4269,9.4422,9.4114,0,-0.17%
"Jun 27, 2017",9.4641,9.4141,9.4728,9.4126,0,0.48%
"Jun 28, 2017",9.4893,9.4597,9.5093,9.4597,0,0.27%
"Jun 29, 2017",9.527,9.4836,9.5429,9.4836,0,0.40%
"Jun 30, 2017",9.5297,9.5221,9.5729,9.5208,0,0.03%
"Jul 03, 2017",9.5351,9.5354,9.5541,9.5191,0,0.06%
"Jul 04, 2017",9.5268,9.5311,9.5488,9.509,0,-0.09%
"Jul 05, 2017",9.5273,9.5215,9.5423,9.5163,0,0.01%
"Jul 06, 2017",9.5163,9.5238,9.5389,9.5084,0,-0.12%
"Jul 07, 2017",9.4954,9.5121,9.5307,9.4847,0,-0.22%
"Jul 10, 2017",9.4766,9.4888,9.5059,9.4694,0,-0.20%
"Jul 11, 2017",9.4914,9.4715,9.5025,9.4682,0,0.16%
"Jul 12, 2017",9.4987,9.4871,9.5189,9.4871,0,0.08%
"Jul 13, 2017",9.5025,9.4933,9.513,9.4931,0,0.04%
"Jul 14, 2017",9.5078,9.5005,9.5185,9.4907,0,0.06%
"Jul 17, 2017",9.5045,9.4984,9.5186,9.4984,0,-0.03%
"Jul 18, 2017",9.5335,9.4993,9.5427,9.4993,0,0.31%
"Jul 19, 2017",9.5189,9.5242,9.5282,9.5101,0,-0.15%
"Jul 20, 2017",9.5236,9.5149,9.5287,9.4973,0,0.05%
"Jul 21, 2017",9.5147,9.5194,9.5251,9.4978,0,-0.09%
"Jul 24, 2017",9.5383,9.5131,9.5465,9.5131,0,0.25%
"Jul 25, 2017",9.5371,9.5284,9.5449,9.5233,0,-0.01%
"Jul 26, 2017",9.5285,9.5341,9.5465,9.5211,0,-0.09%
"Jul 27, 2017",9.5099,9.5211,9.5593,9.5048,0,-0.20%
"Jul 28, 2017",9.5162,9.5048,9.5213,9.4992,0,0.07%
"Jul 31, 2017",9.5442,9.5138,9.5551,9.5138,0,0.29%
