Date,USD,CRUDE,GOLD,10DMA,EMA,Close
27-Mar-17,64.99499961,3106.327662,2888.053279,9100.385,9066.292578,9045.2
28-Mar-17,65.04499943,3154.27885,2883.789068,9101.765,9072.566655,9100.8
29-Mar-17,64.87500079,3184.30553,2869.671021,9107.665,9085.518172,9143.8
30-Mar-17,64.86000001,3246.229996,2867.103996,9109.67,9101.560323,9173.75
31-Mar-17,64.86000001,3267.954846,2858.220815,9111.04,9114.685719,9173.75
3-Apr-17,64.98500211,3288.420182,2877.813782,9122.14,9137.079224,9237.85
5-Apr-17,64.87500079,3346.54703,2887.261115,9136.505,9160.36482,9265.15
6-Apr-17,64.60599806,3333.358912,2881.537127,9159.655,9178.834853,9261.95
7-Apr-17,64.26999981,3363.390684,2885.902941,9170.855,9182.37397,9198.3
10-Apr-17,64.6050005,3407.398225,2871.022199,9178.2,9182.205976,9181.45
11-Apr-17,64.55499947,3428.392682,2897.450533,9197.38,9192.168526,9237
12-Apr-17,64.68999906,3458.863806,2923.762883,9207.645,9194.219703,9203.45
13-Apr-17,64.44499839,3424.426063,2935.323091,9208.345,9186.325211,9150.8
17-Apr-17,64.47999943,3409.573558,2943.028848,9204.9,9177.775173,9139.3
18-Apr-17,64.6050005,3393.026819,2937.694439,9198.04,9164.570596,9105.15
19-Apr-17,64.66500038,3373.272182,2931.511106,9184.605,9153.466851,9103.5
20-Apr-17,64.62000047,3309.283767,2926.012839,9171.73,9150.363787,9136.4
21-Apr-17,64.65000041,3255.774644,2932.912558,9157.475,9144.734008,9119.4
24-Apr-17,64.49000018,3211.87033,2907.619125,9159.44,9158.046006,9217.95
25-Apr-17,64.32999952,3176.887791,2891.360038,9171.955,9185.055823,9306.6
26-Apr-17,64.13000023,3189.518425,2872.721214,9183.44,9215.382037,9351.85
27-Apr-17,64.11500077,3142.274224,2877.275565,9197.31,9238.430758,9342.15
28-Apr-17,64.2899983,3181.486954,2885.045367,9212.635,9250.361529,9304.05
2-May-17,64.16500158,3133.194084,2860.084659,9230.085,9261.895797,9313.8
3-May-17,64.16500158,3074.74288,2852.220739,9250.765,9270.996561,9311.95
4-May-17,64.21499798,3004.703634,2815.901962,9276.405,9287.160823,9359.9
5-May-17,64.3150015,2937.087142,2816.322277,9291.295,9286.822491,9285.3
8-May-17,64.35999998,2982.448749,2812.820837,9310.76,9291.772947,9314.05
9-May-17,64.67999894,2993.860934,2807.584972,9320.65,9296.332411,9316.85
10-May-17,64.61499832,3033.345759,2806.859966,9330.72,9316.508337,9407.3
11-May-17,64.40499924,3091.192602,2800.01456,9337.775,9335.761366,9422.4
12-May-17,64.24300095,3072.344123,2804.96254,9343.65,9347.604754,9400.9
15-May-17,64.06499984,3152.06737,2806.844209,9357.785,9365.385708,9445.4
16-May-17,64.0450016,3142.739087,2809.572776,9377.63,9392.088307,9512.25
17-May-17,64.13000023,3141.467067,2841.231958,9399.01,9416.390433,9525.75
18-May-17,64.88000119,3170.682817,2881.371072,9405.965,9418.764899,9429.45
19-May-17,64.56499849,3255.832851,2865.970045,9420.225,9420.425827,9427.9
22-May-17,64.5099985,3310.672668,2870.35469,9432.645,9423.666586,9438.25
23-May-17,64.89499859,3318.062666,2886.97771,9439.575,9416.845388,9386.15
24-May-17,64.76999817,3345.014349,2870.297018,9434.9,9406.609863,9360.55
25-May-17,64.55499947,3267.33221,2871.079899,9443.635,9425.362615,9509.75
26-May-17,64.5099985,3171.03595,2883.157172,9463.055,9456.223958,9595.1
29-May-17,64.5400005,3230.090129,2889.714063,9479.005,9483.255966,9604.9
30-May-17,64.63499905,3203.989265,2888.403637,9490.235,9508.94579,9624.55
31-May-17,64.5099985,3139.232413,2883.922134,9499.785,9529.364737,9621.25
1-Jun-17,64.47799966,3145.859222,2891.870086,9518.45,9545.134785,9616.1
2-Jun-17,64.41500164,3062.817494,2896.678379,9541.01,9564.837551,9653.5
5-Jun-17,64.3499981,3065.66235,2923.027906,9564.695,9584.885269,9675.1
6-Jun-17,64.43000067,3061.711628,2946.870865,9589.795,9594.387948,9637.15
7-Jun-17,64.43499913,3030.468227,2947.722148,9620.13,9607.026503,9663.9
8-Jun-17,64.25000138,2948.068676,2922.780148,9633.88,9614.339866,9647.25
9-Jun-17,64.24499856,2947.335139,2901.064981,9641.195,9624.141708,9668.25
12-Jun-17,64.47999943,2986.295484,2898.87002,9642.345,9622.734125,9616.4
13-Jun-17,64.34500039,2974.289412,2890.064824,9640.58,9619.855193,9606.9
14-Jun-17,64.23499938,2925.658928,2898.626341,9640.27,9619.545158,9618.15
15-Jun-17,64.56499849,2878.991507,2879.26383,9636.465,9612.000584,9578.05
16-Jun-17,64.46500205,2886.266919,2873.860514,9629.92,9607.645932,9588.05
19-Jun-17,64.49499964,2887.674797,2859.430401,9628.165,9616.719399,9657.55
20-Jun-17,64.5400005,2831.443107,2853.734683,9629.8,9623.406781,9653.5
21-Jun-17,64.5300009,2808.207121,2856.79188,9626.77,9625.260094,9633.6
22-Jun-17,64.6050005,2775.535006,2868.543268,9625.045,9626.121895,9630
23-Jun-17,64.50500088,2778.660865,2874.521392,9615.715,9616.817914,9574.95
27-Jun-17,64.47499814,2844.526288,2857.379611,9605.215,9597.65102,9511.4
28-Jun-17,64.52500018,2872.217217,2864.22978,9593.65,9578.30538,9491.25
29-Jun-17,64.65999962,2923.783943,2853.930147,9582.245,9564.813493,9504.1
30-Jun-17,64.62000047,2944.113363,2848.337425,9576.53,9556.829222,9520.9
3-Jul-17,64.84500196,3017.284629,2825.936445,9579.225,9567.405727,9615
4-Jul-17,64.78999845,3055.606887,2813.913112,9574.8,9575.75014,9613.3
5-Jul-17,64.79999902,2997.862049,2810.575634,9573.21,9586.995569,9637.6
6-Jul-17,64.72499869,2977.477065,2813.453937,9577.305,9602.914557,9674.55
7-Jul-17,64.62499922,2876.34003,2793.218067,9580.885,9614.348274,9665.8
10-Jul-17,64.47499814,2858.254766,2770.604989,9600.495,9642.839497,9771.05
11-Jul-17,64.56499849,2877.274932,2775.64978,9627.96,9668.87777,9786.05
12-Jul-17,64.47499814,2955.91295,2789.781588,9660.445,9695.645448,9816.1
13-Jul-17,64.45999893,2941.695527,2788.272526,9699.205,9731.29173,9891.7
14-Jul-17,64.42399856,2983.932444,2792.180777,9735.75,9759.484143,9886.35
17-Jul-17,64.34500039,2994.242485,2808.468093,9765.845,9787.932481,9915.95
18-Jul-17,64.31599839,2983.188789,2821.447515,9787.23,9795.062939,9827.15
19-Jul-17,64.26999981,3012.614831,2822.299553,9813.43,9814.069677,9899.6
20-Jul-17,64.37499827,3056.741491,2824.571513,9833.305,9824.838827,9873.3
21-Jul-17,64.38499963,3000.454616,2842.459523,9858.25,9841.277222,9915.25
24-Jul-17,64.39499996,2975.170046,2855.975987,9877.785,9864.026818,9966.4
25-Jul-17,64.38499963,3050.099838,2849.60362,9895.635,9882.30376,9964.55
26-Jul-17,64.35500072,3125.655532,2836.710437,9916.09,9907.457622,10020.65
27-Jul-17,64.12499963,3136.781217,2854.907872,9928.975,9928.019872,10020.55
28-Jul-17,64.11500077,3173.387956,2860.043759,9941.79,9943.743532,10014.5
1-Aug-17,64.09500007,3178.980223,2870.989228,9961.66,9974.817435,10114.65
2-Aug-17,63.63500185,3132.143755,2858.841826,9987.095,9994.214265,10081.5
3-Aug-17,63.70499998,3161.161286,2847.737188,9998.5,9997.748035,10013.65
4-Aug-17,63.67499873,3126.537954,2849.481822,10017.81,10010.23021,10066.4
7-Aug-17,63.84000163,3134.395701,2841.159307,10032.025,10018.80654,10057.4
8-Aug-17,63.69199976,3147.433048,2843.000958,10033.24,10011.48717,9978.55
9-Aug-17,63.85999845,3153.933694,2871.434396,10027.59,9992.680408,9908.05
10-Aug-17,64.09500007,3176.760897,2906.385329,10007.55,9961.329425,9820.25
11-Aug-17,64.13999966,3105.004286,2920.611927,9976.575,9915.77862,9710.8
14-Aug-17,64.09000082,3112.745012,2908.743975,9954.54,9893.664326,9794.15
16-Aug-17,64.17000019,3054.59965,2888.862568,9932.805,9894.325358,9897.3
17-Aug-17,64.17000019,3004.958626,2915.562397,9915.07,9896.111656,9904.15
18-Aug-17,64.09500007,3051.866899,2927.53759,9897.445,9885.43681,9837.4
21-Aug-17,64.1099984,3090.009343,2918.480989,9866.24,9861.602844,9754.35
22-Aug-17,64.07199847,3073.78527,2912.955076,9837.055,9844.138691,9765.55
23-Aug-17,64.0450016,3082.31977,2914.483233,9824.45,9845.658929,9852.5
24-Aug-17,64.0450016,3072.559715,2910.852239,9819.35,9847.730033,9857.05
28-Aug-17,63.90499934,3008.790228,2932.577119,9828.605,9859.560936,9912.8
29-Aug-17,64.01499897,2976.861974,2979.293907,9837.13,9848.013493,9796.05
30-Aug-17,63.98999913,2966.626566,2955.231203,9846.155,9854.629221,9884.4
31-Aug-17,63.93500112,2997.636519,2957.442404,9848.215,9866.132999,9917.9
1-Sep-17,64.02499946,3010.646327,2977.98081,9855.24,9885.817909,9974.4
4-Sep-17,64.04000195,3043.163318,3013.85469,9862.785,9890.732834,9912.85
5-Sep-17,64.10500091,3101.196371,3012.883088,9882.57,9901.908683,9952.2
6-Sep-17,64.06000116,3149.898741,3019.816033,9897.635,9904.507104,9916.2
7-Sep-17,64.01499897,3140.71821,3020.18997,9905.375,9909.123994,9929.9
8-Sep-17,63.78500066,3107.871588,3035.850357,9913.15,9913.792359,9934.8
11-Sep-17,63.93500112,3052.53014,3001.894195,9922.475,9930.566475,10006.05
12-Sep-17,64.03100125,3085.85059,2988.857539,9952.175,9960.108934,10093.05
13-Sep-17,64.0099999,3127.8896,2994.971443,9971.665,9981.780037,10079.3
14-Sep-17,64.12300125,3202.036291,2988.759276,9988.535,10000.83821,10086.6
15-Sep-17,64.1099984,3195.448184,2992.954585,9999.635,10016.21308,10085.4
18-Sep-17,64.15799908,3196.673612,2966.619596,10023.66,10041.10161,10153.1
19-Sep-17,64.29999807,3218.554609,2962.032665,10043.195,10060.45587,10147.55
20-Sep-17,64.29299914,3262.715153,2975.384643,10065.69,10075.12753,10141.15
21-Sep-17,64.80999847,3285.465355,2953.755996,10084.89,10083.63161,10121.9
22-Sep-17,64.79499834,3290.153403,2964.614363,10087.85,10061.95314,9964.4
25-Sep-17,65.12699928,3346.532661,2978.353328,10074.505,10027.52529,9872.6
26-Sep-17,65.45999887,3408.406663,3001.515765,10052.35,9999.157059,9871.5
27-Sep-17,65.71499957,3425.000003,2980.039694,10017.995,9951.264866,9735.75
28-Sep-17,65.47000161,3423.657964,2964.016836,9986.23,9918.116709,9768.95
29-Sep-17,65.30999946,3374.346815,2966.425991,9956.55,9894.568216,9788.6
3-Oct-17,65.4849986,3314.63103,2949.626282,9927.19,9888.192177,9859.5
4-Oct-17,65.03000029,3281.374403,2947.600506,9903.925,9893.048145,9914.9
5-Oct-17,65.14500105,3293.951442,2943.323365,9878.68,9892.257573,9888.7
6-Oct-17,65.39999948,3268.104916,2942.959558,9864.46,9908.156196,9979.7
9-Oct-17,65.35500052,3241.946271,2971.379671,9866.895,9922.809615,9988.75
10-Oct-17,65.25000212,3290.851793,2981.203512,9881.33,9939.926049,10016.95
11-Oct-17,65.15999809,3334.17988,2977.413342,9892.66,9948.084949,9984.8
12-Oct-17,65.06000126,3296.369303,2983.186759,9928.725,9975.051322,10096.4
13-Oct-17,64.69999808,3328.711978,2981.043544,9968.575,10010.0329,10167.45
16-Oct-17,64.69999808,3368.243119,2990.824152,10012.8,10050.18146,10230.85
17-Oct-17,65.03000029,3367.085727,2968.327941,10050.295,10083.68483,10234.45
18-Oct-17,65.05499847,3392.395574,2959.105167,10079.89,10106.80577,10210.85
19-Oct-17,64.99499961,3355.851531,2966.346796,10105.675,10114.032,10146.55
23-Oct-17,65.02299798,3390.724004,2946.92297,10126.19,10126.908,10184.85
24-Oct-17,65.09000027,3403.974578,2952.238683,10148.085,10141.59745,10207.7
25-Oct-17,64.92500156,3398.851227,2939.697975,10175.925,10169.55246,10295.35
26-Oct-17,64.83999855,3398.312529,2935.969442,10211.825,10201.23383,10343.8
27-Oct-17,65.03999895,3461.882828,2926.560881,10234.49,10223.38223,10323.05
30-Oct-17,64.86000001,3512.631062,2930.076651,10254.11,10248.88546,10363.65
31-Oct-17,64.75000186,3511.330222,2925.079928,10264.555,10264.59719,10335.3
1-Nov-17,64.56499849,3533.100581,2922.122513,10285.16,10296.57952,10440.5
2-Nov-17,64.5750006,3511.942044,2926.817847,10306.455,10319.71052,10423.8
3-Nov-17,64.56000068,3547.427608,2918.51506,10337.05,10343.85406,10452.5
6-Nov-17,64.62499922,3641.366438,2922.968099,10363.745,10363.48059,10451.8
7-Nov-17,65.06000126,3727.188037,2940.804545,10377.99,10361.05685,10350.15
8-Nov-17,64.91999844,3706.970646,2950.270245,10378.77,10350.52833,10303.15
9-Nov-17,64.97499924,3715.985551,2957.048865,10375.285,10342.96863,10308.95
10-Nov-17,65.19000017,3726.967333,2959.367879,10375.155,10339.1107,10321.75
13-Nov-17,65.43999826,3719.133522,2957.45115,10361.285,10318.35421,10224.95
14-Nov-17,65.41000101,3669.050097,2954.340665,10346.415,10294.3989,10186.6
15-Nov-17,65.27000176,3609.15216,2962.699612,10314.17,10262.33546,10118.05
16-Nov-17,65.29500151,3606.699499,2949.904718,10293.265,10253.68356,10214.75
17-Nov-17,65.01499961,3639.73186,2951.785535,10276.375,10259.12291,10283.6
20-Nov-17,65.10000044,3672.320039,2958.807482,10261.07,10266.32784,10298.75
21-Nov-17,64.88000119,3686.78801,2937.703069,10258.745,10277.34096,10326.9
22-Nov-17,64.88000119,3748.978703,2943.366682,10262.66,10289.15169,10342.3
23-Nov-17,64.57000124,3766.479905,2947.374626,10266.64,10299.98775,10348.75
24-Nov-17,64.67999894,3797.017759,2944.666767,10273.435,10316.29907,10389.7
27-Nov-17,64.47700189,3759.349694,2949.91342,10290.895,10331.4356,10399.55
28-Nov-17,64.40999798,3726.253766,2944.198604,10309.26,10338.49276,10370.25
29-Nov-17,64.35999998,3713.719368,2937.599511,10333.585,10342.63953,10361.3
30-Nov-17,64.49000018,3710.878396,2923.805625,10334.765,10321.53235,10226.55
1-Dec-17,64.52000023,3760.902126,2928.883773,10318.585,10285.21737,10121.8
4-Dec-17,64.38000064,3723.229751,2914.763569,10301.485,10256.58694,10127.75
5-Dec-17,64.35999998,3703.556774,2905.000668,10280.62,10231.43477,10118.25
6-Dec-17,64.5300009,3669.756831,2898.3491,10250.8,10197.3739,10044.1
7-Dec-17,64.57000124,3634.378425,2877.764092,10232.595,10191.79683,10166.7
8-Dec-17,64.47999943,3690.855158,2854.500405,10220.19,10205.22468,10265.65
11-Dec-17,64.35500072,3698.185006,2844.343312,10212.46,10226.50201,10322.25
12-Dec-17,64.40999798,3739.102037,2819.538272,10199.45,10228.98346,10240.15
13-Dec-17,64.45999893,3686.399226,2816.528516,10182.615,10222.43192,10192.95
14-Dec-17,64.33999932,3635.552233,2833.961056,10185.17,10227.82612,10252.1
15-Dec-17,64.08000055,3669.15408,2829.887003,10206.315,10246.9941,10333.25
18-Dec-17,64.2100006,3687.167898,2839.166875,10232.415,10272.7679,10388.75
19-Dec-17,64.06000116,3689.283382,2844.343312,10266.91,10307.39192,10463.2
20-Dec-17,64.11500077,3705.746218,2847.518245,10306.92,10332.26611,10444.2
21-Dec-17,64.01999882,3719.11586,2849.286966,10334.28,10351.90864,10440.3
22-Dec-17,64.01999882,3725.114232,2857.183674,10357.015,10377.56161,10493
26-Dec-17,64.05000204,3786.858374,2876.489302,10377.94,10405.55041,10531.5
27-Dec-17,64.11999981,3824.903907,2890.01471,10403,10421.04125,10490.75
28-Dec-17,64.08000055,3822.854538,2902.403771,10431.495,10431.3792,10477.9
29-Dec-17,63.84000163,3845.180845,2904.91628,10459.355,10449.43753,10530.7
1-Jan-18,63.67999833,3824.551322,2913.846306,10469.585,10446.91252,10435.55
2-Jan-18,63.45999907,3836.70322,2917.467755,10474.93,10446.0557,10442.2
3-Jan-18,63.50499835,3871.198635,2922.122513,10472.93,10445.53648,10443.2
4-Jan-18,63.39999864,3923.56972,2914.899509,10478.99,10456.31167,10504.8
5-Jan-18,63.33999923,3893.756509,2922.199364,10490.845,10474.955,10558.85
8-Jan-18,63.4749998,3908.16958,2923.070627,10503.905,10501.98136,10623.6
9-Jan-18,63.66999992,3962.762441,2920.654577,10514.455,10526.53021,10637
10-Jan-18,63.63000121,4039.257682,2929.329916,10528.6,10545.7429,10632.2
11-Jan-18,63.68999988,4081.322926,2934.246471,10545.93,10564.91692,10651.2
12-Jan-18,63.60999845,4039.904202,2949.652383,10560.985,10586.06839,10681.25
15-Jan-18,63.51500148,4092.156095,2972.042001,10591.585,10614.33777,10741.55
16-Jan-18,64.01999882,4099.012604,2979.986411,10617.41,10629.99454,10700.45
17-Jan-18,63.88499882,4069.573382,2976.332206,10651.945,10658.8228,10788.55
18-Jan-18,63.86999951,4081.321146,2961.681761,10683.165,10687.58229,10817
19-Jan-18,63.83000181,4037.687761,2971.326697,10716.75,10725.24006,10894.7
22-Jan-18,63.8899988,4058.669883,2980.092979,10751.01,10769.05096,10966.2
23-Jan-18,63.76000123,4098.224693,2987.419974,10795.68,10826.25987,11083.7
24-Jan-18,63.66000059,4123.891306,3010.008278,10841.06,10873.48535,11086
25-Jan-18,63.51500148,4202.835264,3033.336367,10882.905,10909.15165,11069.65
29-Jan-18,63.60000178,4182.06353,3006.831521,10927.82,10949.37862,11130.4
30-Jan-18,63.68999988,4122.604351,3005.530176,10958.63,10967.60978,11049.65
31-Jan-18,63.55000092,4089.633999,3007.129905,10991.355,10978.53528,11027.7
1-Feb-18,63.98000139,4172.085463,3026.671025,11014.19,10985.51068,11016.9
2-Feb-18,64.13000023,4198.583019,3044.788844,11008.55,10944.61783,10760.6
5-Feb-18,64.13999966,4156.045122,3029.320796,10985.735,10894.06004,10666.55
6-Feb-18,64.22999889,4096.334813,3043.278463,10938.94,10822.09458,10498.25
7-Feb-18,64.28000163,4039.519487,3013.282549,10878.24,10759.29557,10476.7
8-Feb-18,64.29999807,3948.958886,2993.097916,10827.325,10726.12364,10576.85
9-Feb-18,64.37499827,3866.322097,3000.903272,10765.855,10676.81935,10454.95
12-Feb-18,64.28000163,3864.127716,3011.476738,10706.79,10651.89765,10539.75
14-Feb-18,64.1000001,3786.81039,3035.776628,10651.915,10624.44353,10500.9
15-Feb-18,63.9000011,3879.562199,3060.18153,10603.695,10610.09016,10545.5
16-Feb-18,64.21499798,3938.009669,3076.979883,10547.235,10581.40104,10452.3
19-Feb-18,64.25000138,4023.210203,3075.560367,10509.015,10544.49176,10378.4
20-Feb-18,64.86000001,4025.904127,3062.674572,10478.4,10511.02053,10360.4
21-Feb-18,64.80500046,3987.312088,3046.653404,10468.32,10490.37134,10397.45
22-Feb-18,64.97499924,4035.453571,3047.433299,10458.92,10470.79474,10382.7
23-Feb-18,64.71000019,4090.365045,3047.442586,10450.34,10474.47751,10491.05
26-Feb-18,64.76999817,4131.787672,3059.245345,10463.105,10494.13615,10582.6
27-Feb-18,64.91999844,4130.656329,3047.498309,10464.56,10505.07503,10554.3
28-Feb-18,65.21000131,4088.055902,3037.131976,10463.755,10502.8523,10492.85
1-Mar-18,65.23000197,3991.86988,3020.983753,10455.04,10494.76097,10458.35
5-Mar-18,65.02500211,4033.243954,3046.087301,10445.695,10470.04988,10358.85
6-Mar-18,64.90499791,4072.743611,3052.074495,10432.78,10429.90445,10249.25
7-Mar-18,64.88000119,4020.40825,3053.658894,10412.16,10379.77637,10154.2
8-Mar-18,65.10500167,3960.805645,3046.690532,10396.68,10354.8443,10242.65
9-Mar-18,65.12500158,3974.408714,3037.067408,10381.095,10331.57261,10226.85
12-Mar-18,64.98500211,3993.014817,3033.612426,10374.13,10347.90486,10421.4
13-Mar-18,64.85499849,3958.696021,3033.078757,10358.555,10362.25852,10426.85
14-Mar-18,64.83999855,3945.229387,3044.964998,10344.215,10371.10243,10410.9
15-Mar-18,64.98999836,3974.362715,3035.822708,10330.945,10369.11108,10360.15
16-Mar-18,64.98999836,4012.940799,3025.141955,10304.625,10337.48179,10195.15
19-Mar-18,65.2200001,4041.115176,3028.522626,10278.165,10293.25783,10094.25
20-Mar-18,65.21000131,4132.641502,3028.229152,10265.675,10262.54731,10124.35
21-Mar-18,65.18000207,4210.490911,3039.134941,10265.78,10243.03871,10155.25
22-Mar-18,65.10500167,4223.984828,3057.262527,10252.99,10219.71349,10114.75
23-Mar-18,64.98999836,4236.984599,3083.07975,10230.11,10179.41104,9998.05
26-Mar-18,64.82500134,4253.768357,3088.81263,10201.035,10170.5454,10130.65
27-Mar-18,64.94500068,4259.465984,3081.778063,10176.765,10173.01896,10184.15
28-Mar-18,65.15999809,4197.914311,3071.668162,10147.045,10162.23369,10113.7
2-Apr-18,65.12999817,4175.099833,3077.349171,10132.21,10171.24575,10211.8
3-Apr-18,65.00000163,4121.656357,3080.297187,10137.195,10184.65561,10245
4-Apr-18,65.04499943,4087.714091,3093.89667,10140.61,10174.42732,10128.4
5-Apr-18,64.89000009,4127.420193,3061.418171,10160.69,10201.83144,10325.15
6-Apr-18,64.93000124,4081.632024,3063.800583,10178.325,10225.42573,10331.6
9-Apr-18,64.95499853,4084.535737,3070.442082,10204.785,10253.41196,10379.35
10-Apr-18,64.94999922,4202.675839,3082.044012,10245.205,10280.47342,10402.25
11-Apr-18,65.26000041,4319.024097,3123.350481,10273.855,10305.32371,10417.15
12-Apr-18,65.29000088,4352.549411,3115.255093,10301.305,10333.20122,10458.65
13-Apr-18,65.25500088,4386.707466,3105.069336,10337.995,10360.00099,10480.6
16-Apr-18,65.47000161,4354.902042,3125.673973,10369.65,10390.6099,10528.35
17-Apr-18,65.67999982,4343.915293,3130.635143,10400.02,10419.35356,10548.7
18-Apr-18,65.72000073,4442.404062,3144.446436,10439.8,10438.78018,10526.2
19-Apr-18,65.86999976,4541.772266,3153.987113,10463.815,10461.78379,10565.3
20-Apr-18,66.20999865,4515.321155,3145.326674,10487.06,10480.37764,10564.05
23-Apr-18,66.53000074,4521.090751,3130.321547,10507.595,10499.34534,10584.7
24-Apr-18,66.41000087,4576.49983,3128.411924,10528.805,10520.25528,10614.35
25-Apr-18,66.91999901,4539.247804,3138.032642,10544.145,10529.39978,10570.55
26-Apr-18,66.80500201,4566.414641,3129.253829,10560.06,10545.47254,10617.8
27-Apr-18,66.62000158,4541.450133,3119.92038,10581.23,10572.16845,10692.3
30-Apr-18,66.45999823,4528.864442,3102.997806,10602.33,10602.56509,10739.35
2-May-18,66.68999927,4503.231814,3095.898554,10619.265,10623.56235,10718.05
3-May-18,66.67000017,4529.171504,3100.929038,10634.61,10633.7601,10679.65
4-May-18,66.82000075,4611.234745,3105.551484,10639.905,10630.94008,10618.25
7-May-18,67.13999918,4738.737974,3125.820528,10655.05,10646.31461,10715.5
8-May-18,67.12999791,4650.393716,3117.265286,10668.36,10659.31196,10717.8
9-May-18,67.34999976,4779.760107,3127.159695,10681.095,10674.2916,10741.7
10-May-18,67.24500057,4790.181627,3137.569889,10695.695,10681.97495,10716.55
11-May-18,67.35999864,4794.906296,3151.075147,10714.565,10704.61587,10806.5
14-May-18,67.55999902,4779.539398,3150.638319,10725.995,10723.15844,10806.6
15-May-18,68.07999836,4839.083955,3135.444951,10732.245,10737.46599,10801.85
16-May-18,67.77500028,4820.047166,3104.635531,10734.55,10738.12672,10741.1
17-May-18,67.76500182,4865.563585,3094.882921,10734.855,10728.04914,10682.7
18-May-18,67.99000139,4859.310837,3105.069336,10732.67,10704.11293,10596.4
21-May-18,68.11500046,4892.235999,3102.131475,10712.79,10670.03785,10516.7
22-May-18,68.02000169,4947.159087,3112.055793,10694.68,10645.79461,10536.7
23-May-18,68.37000039,4916.136531,3126.406883,10663.545,10606.62286,10430.35
24-May-18,68.33999888,4871.429552,3141.374414,10643.275,10589.75507,10513.85
25-May-18,67.73000058,4702.358097,3132.478793,10623.14,10592.55415,10605.15
28-May-18,67.40000115,4500.98942,3099.756359,10611.345,10610.02612,10688.65
29-May-18,67.84000017,4537.233024,3123.087109,10594.49,10614.25773,10633.3
30-May-18,67.44000116,4558.49894,3108.737417,10581.815,10614.27451,10614.35
31-May-18,67.43000125,4556.81599,3115.070712,10587.16,10636.43369,10736.15
1-Jun-18,66.99500023,4472.308674,3098.085383,10597.14,10647.30029,10696.2
4-Jun-18,67.06999881,4389.289116,3092.557143,10608.32,10643.88206,10628.5
5-Jun-18,67.09999846,4358.317417,3095.074498,10613.965,10634.65805,10593.15
6-Jun-18,66.84000061,4361.173777,3094.566869,10639.395,10643.74749,10684.65
7-Jun-18,67.41999977,4403.441269,3108.119029,10664.845,10666.40249,10768.35
8-Jun-18,67.53000172,4443.925293,3122.999329,10681.095,10684.81113,10767.65
11-Jun-18,67.47000048,4426.206611,3116.58522,10690.925,10703.38183,10786.95
12-Jun-18,67.47999859,4475.704117,3114.915461,10711.88,10728.73968,10842.85
13-Jun-18,67.64499824,4483.332117,3115.196865,10736.115,10752.0052,10856.7
14-Jun-18,67.68999957,4513.774369,3134.688146,10743.305,10762.19516,10808.05
15-Jun-18,68.06000006,4485.293734,3121.576021,10755.455,10772.28695,10817.7
18-Jun-18,68.03999963,4417.930987,3097.778273,10772.59,10777.29841,10799.85
19-Jun-18,68.31000034,4429.62581,3099.343249,10784.32,10765.14416,10710.45
20-Jun-18,68.06000006,4474.90783,3083.935472,10793.06,10766.39976,10772.05
21-Jun-18,67.94500205,4447.067652,3061.755611,10790.335,10761.79981,10741.1
22-Jun-18,67.8700018,4575.875485,3061.165141,10795.755,10772.71802,10821.85
25-Jun-18,68.11500046,4680.53874,3067.936383,10793.305,10770.85111,10762.45
26-Jun-18,68.37000039,4715.66389,3055.898495,10785.935,10770.54182,10769.15
27-Jun-18,68.63999797,4946.561105,3063.950781,10767.405,10752.51603,10671.4
28-Jun-18,68.84000056,5041.627269,3061.31508,10745.51,10722.80403,10589.1
29-Jun-18,68.45999916,5057.349305,3043.296986,10735.17,10721.25784,10714.3
2-Jul-18,68.720002,5075.96386,3041.427281,10720.915,10709.62914,10657.3
3-Jul-18,68.55000023,5086.236676,3040.567248,10719.86,10707.86021,10699.9
4-Jul-18,68.68999929,5082.493699,3059.797625,10719.645,10719.14017,10769.9
5-Jul-18,68.88000153,5080.788101,3062.496363,10720.51,10724.70559,10749.75
6-Jul-18,68.80500229,5025.525275,3062.093124,10715.59,10733.42276,10772.65
9-Jul-18,68.65999919,5054.931891,3069.03801,10724.635,10755.14589,10852.9
10-Jul-18,68.75499892,5094.482336,3055.66505,10742.445,10790.07391,10947.25
11-Jul-18,68.73000086,5005.236567,3042.047176,10770.135,10818.84229,10948.3
12-Jul-18,68.5200002,4811.028093,3022.316787,10813.545,10855.99824,11023.2
13-Jul-18,68.50000069,4833.30807,3012.837701,10844.005,10885.61674,11018.9
16-Jul-18,68.55000023,4757.403881,3017.747372,10871.96,10894.93188,10936.85
17-Jul-18,68.42999823,4632.631968,2994.245061,10902.775,10915.49881,11008.05
18-Jul-18,68.62499999,4639.737935,2972.165669,10923.83,10927.30812,10980.45
19-Jul-18,69.0200002,4731.104862,2979.222899,10944.565,10932.72482,10957.1
20-Jul-18,68.7399979,4707.017076,2985.359796,10968.32,10946.81122,11010.2
23-Jul-18,68.84500051,4729.258173,2991.316209,10991.505,10971.891,11084.75
24-Jul-18,68.94700141,4720.235067,2988.196623,11010.21,11001.41991,11134.3
25-Jul-18,68.73000086,4746.148082,2992.963543,11028.58,11025.16174,11132
26-Jul-18,68.65999919,4778.357595,2988.37522,11042.99,11051.00506,11167.3
27-Jul-18,68.60500033,4755.954845,2977.84779,11068.935,11092.34051,11278.35
30-Jul-18,68.60500033,4799.171022,2979.76442,11107.205,11133.65132,11319.55
