Date,CRUDE,GOLD,Close
11-Oct-18,5320.98,3171.26,10234.65
15-Oct-18,5285.01,3214.59,10512.5
16-Oct-18,5261.12,3203.09,10584.75
19-Oct-18,5087.88,3193.54,10303.55
22-Oct-18,5101.29,3186.16,10245.25
23-Oct-18,4984.51,3213.96,10146.8
24-Oct-18,4916.92,3191.55,10224.75
25-Oct-18,4920.39,3196.89,10124.9
26-Oct-18,4918.81,3205.35,10030
29-Oct-18,4945.3,3193.29,10250.85
30-Oct-18,4887.7,3184.91,10198.4
31-Oct-18,4916.81,3180.52,10386.6
01-Nov-18,4735.03,3184.65,10380.45
02-Nov-18,4613.56,3170.74,10553
05-Nov-18,4626.93,3177.8,10524
07-Nov-18,4563.35,3161.39,10598.4
09-Nov-18,4357.45,3117.05,10585.2
12-Nov-18,4440.53,3111.11,10482.2
13-Nov-18,4223.71,3084.5,10582.5
14-Nov-18,4065,3068.76,10576.3
15-Nov-18,4069.95,3085.61,10616.7
16-Nov-18,4118.27,3098.86,10682.2
19-Nov-18,4059.55,3090.85,10763.4
20-Nov-18,3990.96,3088.83,10656.2
21-Nov-18,3904.16,3081.53,10600.05
26-Nov-18,3650.83,3061.62,10628.6
27-Nov-18,3658.8,3055.87,10685.6
28-Nov-18,3650.91,3038.39,10728.85
29-Nov-18,3562.52,3033.84,10858.7
30-Nov-18,3555.67,3025.03,10876.75
03-Dec-18,3741.88,3072.12,10883.75
04-Dec-18,3789.31,3102.15,10869.5
06-Dec-18,3652.98,3119.64,10601.15
07-Dec-18,3725.72,3132.24,10693.7
10-Dec-18,3747.35,3185.36,10488.45
11-Dec-18,3729.76,3188.43,10549.15
12-Dec-18,3772.49,3178.32,10737.6
13-Dec-18,3678.82,3159.78,10791.55
14-Dec-18,3749.45,3156.34,10805.45
17-Dec-18,3656.26,3149.3,10888.35
18-Dec-18,3453.05,3133.6,10908.7
19-Dec-18,3339.02,3117.75,10967.3
20-Dec-18,3280.12,3113.95,10951.7
21-Dec-18,3235.87,3126.46,10754
27-Dec-18,3208.16,3166.44,10779.8
28-Dec-18,3185.08,3165.97,10859.9
04-Jan-19,3364.21,3166.13,10727.35
07-Jan-19,3428.06,3163.03,10771.8
08-Jan-19,3457.49,3165.83,10802.15
09-Jan-19,3611.35,3183.93,10855.15
10-Jan-19,3667.74,3202.96,10821.6
11-Jan-19,3690.99,3200.11,10794.95
15-Jan-19,3657.85,3219.83,10886.8
16-Jan-19,3696.69,3225.62,10890.3
17-Jan-19,3678.55,3231.13,10905.2
18-Jan-19,3779.12,3218.49,10906.95
22-Jan-19,3791.86,3213.14,10922.75
23-Jan-19,3786.04,3215.69,10831.5
24-Jan-19,3756.94,3206.43,10849.8
25-Jan-19,3808.16,3220.6,10780.55
28-Jan-19,3733.08,3253.04,10661.55
29-Jan-19,3770.19,3275.02,10652.2
30-Jan-19,3855.1,3292.91,10651.8
31-Jan-19,3892.64,3308.11,10830.95
01-Feb-19,3873.11,3325.1,10893.65
12-Feb-19,3775.61,3294.56,10831.4
13-Feb-19,3820.41,3297.07,10793.65
14-Feb-19,3845.53,3300.42,10746.05
15-Feb-19,3925.93,3330.86,10724.4
18-Feb-19,4004.22,3356.73,10640.95
19-Feb-19,4000.33,3374.09,10604.35
20-Feb-19,4041.04,3391.13,10735.45
21-Feb-19,4075.88,3364.78,10789.85
22-Feb-19,4091.33,3344.46,10791.65
25-Feb-19,4005.4,3343.26,10880.1
26-Feb-19,3960.17,3344.77,10835.3
27-Feb-19,4043.24,3347.94,10806.65
28-Feb-19,4049.73,3321.42,10792.5
01-Mar-19,4049.64,3286.76,10863.5
05-Mar-19,4004.61,3220.24,10987.45
06-Mar-19,3940.16,3209.14,11053
07-Mar-19,3967.85,3188.51,11058.2
08-Mar-19,3888.74,3210.49,11035.4
11-Mar-19,3960.4,3206.32,11168.05
12-Mar-19,3984.62,3198.43,11301.2
13-Mar-19,4016.61,3222.53,11341.7
14-Mar-19,4060.15,3197.06,11343.25
15-Mar-19,4038.12,3186.85,11426.85
18-Mar-19,4027.42,3168.62,11462.2
19-Mar-19,4070.82,3186.95,11532.4
20-Mar-19,4101.77,3181.18,11521.05
22-Mar-19,4099.99,3202.33,11456.9
25-Mar-19,4067.51,3220.1,11354.25
26-Mar-19,4137.36,3214.62,11483.25
27-Mar-19,4133.35,3211.84,11445.05
28-Mar-19,4090.12,3192.27,11570
29-Mar-19,4169.54,3177.48,11623.9
01-Apr-19,4231.93,3187.28,11669.15
02-Apr-19,4296.5,3175.45,11713.2
03-Apr-19,4303.59,3165.64,11643.95
04-Apr-19,4317.18,3172.81,11598
08-Apr-19,4442.96,3217.59,11604.5
09-Apr-19,4463.06,3220.71,11671.95
10-Apr-19,4460.32,3218.59,11584.3
11-Apr-19,4415.27,3199.09,11596.7
12-Apr-19,4447.95,3189.69,11643.45
15-Apr-19,4400.56,3177.87,11690.35
16-Apr-19,4416.18,3169.28,11787.15
18-Apr-19,4432.11,3149.12,11752.8
23-Apr-19,4626.1,3155.45,11575.95
24-Apr-19,4632.49,3165.08,11726.15
25-Apr-19,4642.72,3187.25,11641.8
26-Apr-19,4469.88,3191.63,11754.65
07-May-19,4288,3163.64,11497.9
08-May-19,4304.81,3180.07,11359.45
09-May-19,4321.18,3189.45,11301.8
10-May-19,4334.21,3190.34,11278.9
14-May-19,4334.05,3236.23,11222.05
15-May-19,4330.38,3229.18,11157
16-May-19,4406.3,3211.85,11257.1
17-May-19,4434.44,3192.3,11407.15
20-May-19,4394.03,3147.85,11828.25
21-May-19,4427.46,3146.05,11709.1
22-May-19,4335.73,3146.05,11737.9
23-May-19,4145.26,3155.86,11657.05
24-May-19,4065.95,3159.24,11844.1
28-May-19,4122.85,3162.05,11928.75
29-May-19,4052.24,3176.09,11861.1
30-May-19,4091.59,3172.19,11945.9
31-May-19,3860.34,3209.21,11922.8
03-Jun-19,3723.33,3236.3,12088.55
04-Jun-19,3687.47,3252.88,12021.65
06-Jun-19,3591.42,3277.16,11843.75
10-Jun-19,3766.81,3269.62,11922.7
11-Jun-19,3726.84,3258.99,11965.6
12-Jun-19,3611.08,3277.42,11906.2
13-Jun-19,3648.37,3286.04,11914.05
14-Jun-19,3654.26,3320.41,11823.3
17-Jun-19,3653.12,3301.58,11672.15
18-Jun-19,3677.4,3309.84,11691.5
19-Jun-19,3758.4,3307.45,11691.45
20-Jun-19,3917.8,3385.32,11831.75
21-Jun-19,4006.48,3418.9,11724.1
24-Jun-19,4011.32,3435.94,11699.65
25-Jun-19,4025.07,3471.4,11796.45
26-Jun-19,4119.02,3430.46,11847.55
27-Jun-19,4100.13,3416.56,11841.55
28-Jun-19,4100.63,3429.27,11788.85
02-Jul-19,4015.95,3384.74,11910.3
03-Jul-19,3904.12,3434.82,11916.75
05-Jul-19,3910.44,3470.9,11811.15
08-Jul-19,3966.96,3468.01,11558.6
09-Jul-19,3965.25,3450.95,11555.9
10-Jul-19,4065.31,3463.68,11498.9
11-Jul-19,4146.41,3497.74,11582.9
12-Jul-19,4142.87,3483.59,11552.5
15-Jul-19,4123.54,3491.24,11588.35
16-Jul-19,4068.25,3491.56,11662.6
17-Jul-19,3964.66,3496.96,11687.5
18-Jul-19,3871.95,3513.81,11596.9
22-Jul-19,3895.74,3520.51,11346.2
23-Jul-19,3887.13,3511.78,11331.05
24-Jul-19,3938.4,3514.35,11271.3
25-Jul-19,3901.65,3512.12,11252.15
26-Jul-19,3878.62,3494.99,11284.3
29-Jul-19,3881.31,3492.66,11189.2
30-Jul-19,3950.29,3501.24,11085.4
01-Aug-19,3933.43,3516.79,10980
02-Aug-19,3858.76,3604.41,10997.35
05-Aug-19,3895.69,3706.74,10862.6
06-Aug-19,3891.65,3724.84,10948.25
07-Aug-19,3710.79,3802.82,10855.5
08-Aug-19,3708.02,3786.27,11032.45
09-Aug-19,3808.6,3798.24,11109.65
13-Aug-19,3964.59,3825.12,10925.85
14-Aug-19,3944.74,3809.9,11029.4
16-Aug-19,3910.17,3798.87,11047.8
19-Aug-19,3965.53,3780.4,11053.9
20-Aug-19,4020.31,3794.26,11017
21-Aug-19,4047.39,3794.42,10918.7
22-Aug-19,4012.22,3810.18,10741.35
23-Aug-19,3906.34,3835.53,10829.35
27-Aug-19,3884.54,3889.73,11105.35
28-Aug-19,4023.97,3912.38,11046.1
29-Aug-19,4040.51,3914.66,10948.3
30-Aug-19,3997.38,3880.63,11023.25
03-Sep-19,3895.03,3944.43,10797.9
04-Sep-19,3985.14,3962.39,10844.65
05-Sep-19,4077.65,3923.09,10847.9
06-Sep-19,4001.18,3870.57,10946.2
09-Sep-19,4111.69,3853.03,11003.05
11-Sep-19,4100.98,3818.05,11035.7
12-Sep-19,3916.66,3804.07,10982.8
17-Sep-19,4353.61,3810.99,10817.6
18-Sep-19,4169.85,3793.14,10840.65
19-Sep-19,4184.69,3777.89,10704.8
24-Sep-19,4115.71,3804.68,11588.2
25-Sep-19,4009,3804.78,11440.2
26-Sep-19,3994.94,3781.22,11571.2
27-Sep-19,3954.1,3778.36,11512.4
30-Sep-19,3918.36,3756.05,11474.45
09-Oct-19,3780.15,3844.2,11313.3
10-Oct-19,3764.76,3834.75,11234.55
11-Oct-19,3860.65,3797.73,11305.05
15-Oct-19,3806.68,3820.82,11428.3
16-Oct-19,3796.53,3812.25,11464
17-Oct-19,3779.59,3812.89,11586.35
18-Oct-19,3846.41,3809.96,11661.85
23-Oct-19,3877.93,3805.04,11604.1
24-Oct-19,3980.03,3817.35,11582.6
25-Oct-19,3979.52,3841.5,11583.9
29-Oct-19,3921.44,3791.15,11786.85
30-Oct-19,3914.5,3801.01,11844.1
31-Oct-19,3875.19,3836.55,11877.45
05-Nov-19,4028.82,3817.89,11917.2
06-Nov-19,4044.99,3808.68,11966.05
07-Nov-19,4055.7,3790.82,12012.05
08-Nov-19,4028.31,3771.71,11908.15
11-Nov-19,4056.8,3771.25,11913.45
13-Nov-19,4088.64,3799.28,11840.45
14-Nov-19,4130.16,3816.68,11872.1
15-Nov-19,3885.29734,3799.356462,11895.45
18-Nov-19,3860.652208,3799.416847,11884.5
19-Nov-19,3930.845209,3810.413222,11940.1
20-Nov-19,3944.431099,3817.229284,11999.1
21-Nov-19,3850.152919,3806.463604,11968.4
22-Nov-19,3802.247871,3801.335031,11914.4
25-Nov-19,3836.144731,3777.597339,12073.75
26-Nov-19,3818.572272,3767.23124,12037.7
27-Nov-19,3827.866444,3761.418669,12100.7
29-Nov-19,3897.45375,3786.609298,12056.05
02-Dec-19,3945.912498,3787.147187,12048.2
03-Dec-19,3960.871559,3812.721635,11994.2
04-Dec-19,3855.435728,3823.483356,12043.2
05-Dec-19,3806.249179,3809.143423,12018.4
06-Dec-19,3805.732317,3787.493375,11921.5
09-Dec-19,3804.16467,3762.94634,11937.5
10-Dec-19,3802.171693,3760.493132,11856.8
11-Dec-19,3822.106313,3762.97209,11910.15
12-Dec-19,3798.462199,3774.412144,11971.8
13-Dec-19,3762.823565,3764.482775,12086.7
16-Dec-19,3730.674724,3786.685683,12053.95
17-Dec-19,3700.244751,3792.039432,12165
18-Dec-19,3683.67339,3791.93936,12221.65
20-Dec-19,3677.105289,3803.086098,12271.8
23-Dec-19,3692.416334,3817.815323,12262.75
24-Dec-19,3665.774935,3843.874416,12214.55
27-Dec-19,3627.674719,3880.895927,12245.8
30-Dec-19,3603.523723,3898.193726,12255.85
06-Jan-20,3463.434447,4081.210112,11993.05
07-Jan-20,3529.110183,4051.224633,12052.95
08-Jan-20,3585.042146,4077.813877,12025.35
09-Jan-20,3744.073906,3983.688692,12215.9
10-Jan-20,3775.474448,3974.565284,12256.8
14-Jan-20,3849.853927,3941.768424,12362.3
15-Jan-20,3876.107418,3962.384947,12343.3
16-Jan-20,3850.212742,3969.05876,12355.5
17-Jan-20,3814.320701,3984.136953,12352.35
21-Jan-20,3829.849184,3995.193947,12169.85
22-Jan-20,3881.760665,3988.088978,12106.9
23-Jan-20,4013.232998,4004.527195,12180.35
03-Feb-20,3753,4086.379817,11707.9
04-Feb-20,3702,4033.869177,11979.65
05-Feb-20,3666,4011.80745,12089.15
06-Feb-20,3750,4025.818081,12137.95
07-Feb-20,3715,4051.982504,12098.35
10-Feb-20,3712,4062.806501,12031.5
12-Feb-20,3665,4041.56023,12201.2
13-Feb-20,3751,4063.55936,12174.65
14-Feb-20,4284.181881,4079.808537,12113.45
18-Feb-20,4325.48407,4118.209091,11992.5
19-Feb-20,3820,4151.233561,12125.9
20-Feb-20,3898,4183.522671,12080.85
25-Feb-20,3798,4274.365984,11797.9
26-Feb-20,3749,4251.236464,11678.5
27-Feb-20,3627,4268.214262,11633.3
28-Feb-20,3433,4221.534994,11201.75
02-Mar-20,3332,4199.806969,11132.75
03-Mar-20,3418,4267.047729,11303.3
04-Mar-20,3539,4355.277424,11251
05-Mar-20,3560,4377.064267,11269
06-Mar-20,3504,4448.768763,10989.45
09-Mar-20,3293,4426.642079,10451.45
12-Mar-20,2599,4280.815336,9590.15
16-Mar-20,2528,3976.207447,9197.4
17-Mar-20,2338,3960.026294,8967.05
18-Mar-20,2266,3981.918102,8468.8
19-Mar-20,1910,3966.262441,8263.45
23-Mar-20,2075,4069.863328,7610.25
24-Mar-20,2008,4157.811464,7801.05
25-Mar-20,2082,4227.894529,8317.85
26-Mar-20,2164,4269.867556,8641.45
27-Mar-20,2001,4340.925618,8660.25
30-Mar-20,1952,4326.653677,8281.1
31-Mar-20,1907,4319.254133,8597.75
01-Apr-20,1972,4302.698139,8253.8
03-Apr-20,1917,4373.534936,8083.8
07-Apr-20,2245,4504.715843,8792.2
08-Apr-20,2378,4488.335451,8748.75
09-Apr-20,2273,4513.662551,9111.9
16-Apr-20,2090,4693.79426,8992.8
17-Apr-20,2106,4598.08872,9266.75
20-Apr-20,2014,4557.71584,9261.85
21-Apr-20,1772,4579.90433,8981.45
22-Apr-20,1324,4591.472358,9187.3
23-Apr-20,937,4650.704662,9313.9
24-Apr-20,1289,4659.173756,9154.4
27-Apr-20,1350,4637.982477,9282.3
28-Apr-20,1066,4587.319814,9380.9
29-Apr-20,1005,4585.894259,9553.35
