Date,Close,USD,CRUDE,GOLD,Up-Down
10-Aug-17,9820.25,64.09500007,3176.760897,2906.385329,0
11-Aug-17,9710.8,64.13999966,3105.004286,2920.611927,0
14-Aug-17,9794.15,64.09000082,3112.745012,2908.743975,1
16-Aug-17,9897.3,64.17000019,3054.59965,2888.862568,1
17-Aug-17,9904.15,64.17000019,3004.958626,2915.562397,1
18-Aug-17,9837.4,64.09500007,3051.866899,2927.53759,0
21-Aug-17,9754.35,64.1099984,3090.009343,2918.480989,0
22-Aug-17,9765.55,64.07199847,3073.78527,2912.955076,1
23-Aug-17,9852.5,64.0450016,3082.31977,2914.483233,1
24-Aug-17,9857.05,64.0450016,3072.559715,2910.852239,1
28-Aug-17,9912.8,63.90499934,3008.790228,2932.577119,1
29-Aug-17,9796.05,64.01499897,2976.861974,2979.293907,0
30-Aug-17,9884.4,63.98999913,2966.626566,2955.231203,1
31-Aug-17,9917.9,63.93500112,2997.636519,2957.442404,1
01-Sep-17,9974.4,64.02499946,3010.646327,2977.98081,1
04-Sep-17,9912.85,64.04000195,3043.163318,3013.85469,0
05-Sep-17,9952.2,64.10500091,3101.196371,3012.883088,1
06-Sep-17,9916.2,64.06000116,3149.898741,3019.816033,0
07-Sep-17,9929.9,64.01499897,3140.71821,3020.18997,1
08-Sep-17,9934.8,63.78500066,3107.871588,3035.850357,1
11-Sep-17,10006.05,63.93500112,3052.53014,3001.894195,1
12-Sep-17,10093.05,64.03100125,3085.85059,2988.857539,1
13-Sep-17,10079.3,64.0099999,3127.8896,2994.971443,0
14-Sep-17,10086.6,64.12300125,3202.036291,2988.759276,1
15-Sep-17,10085.4,64.1099984,3195.448184,2992.954585,0
18-Sep-17,10153.1,64.15799908,3196.673612,2966.619596,1
19-Sep-17,10147.55,64.29999807,3218.554609,2962.032665,0
20-Sep-17,10141.15,64.29299914,3262.715153,2975.384643,0
21-Sep-17,10121.9,64.80999847,3285.465355,2953.755996,0
22-Sep-17,9964.4,64.79499834,3290.153403,2964.614363,0
25-Sep-17,9872.6,65.12699928,3346.532661,2978.353328,0
26-Sep-17,9871.5,65.45999887,3408.406663,3001.515765,0
27-Sep-17,9735.75,65.71499957,3425.000003,2980.039694,0
28-Sep-17,9768.95,65.47000161,3423.657964,2964.016836,1
29-Sep-17,9788.6,65.30999946,3374.346815,2966.425991,1
03-Oct-17,9859.5,65.4849986,3314.63103,2949.626282,1
04-Oct-17,9914.9,65.03000029,3281.374403,2947.600506,1
05-Oct-17,9888.7,65.14500105,3293.951442,2943.323365,0
06-Oct-17,9979.7,65.39999948,3268.104916,2942.959558,1
09-Oct-17,9988.75,65.35500052,3241.946271,2971.379671,1
10-Oct-17,10016.95,65.25000212,3290.851793,2981.203512,1
11-Oct-17,9984.8,65.15999809,3334.17988,2977.413342,0
12-Oct-17,10096.4,65.06000126,3296.369303,2983.186759,1
13-Oct-17,10167.45,64.69999808,3328.711978,2981.043544,1
16-Oct-17,10230.85,64.69999808,3368.243119,2990.824152,1
17-Oct-17,10234.45,65.03000029,3367.085727,2968.327941,1
18-Oct-17,10210.85,65.05499847,3392.395574,2959.105167,0
19-Oct-17,10146.55,64.99499961,3355.851531,2966.346796,0
23-Oct-17,10184.85,65.02299798,3390.724004,2946.92297,1
24-Oct-17,10207.7,65.09000027,3403.974578,2952.238683,1
25-Oct-17,10295.35,64.92500156,3398.851227,2939.697975,1
26-Oct-17,10343.8,64.83999855,3398.312529,2935.969442,1
27-Oct-17,10323.05,65.03999895,3461.882828,2926.560881,0
30-Oct-17,10363.65,64.86000001,3512.631062,2930.076651,1
31-Oct-17,10335.3,64.75000186,3511.330222,2925.079928,0
01-Nov-17,10440.5,64.56499849,3533.100581,2922.122513,1
02-Nov-17,10423.8,64.5750006,3511.942044,2926.817847,0
03-Nov-17,10452.5,64.56000068,3547.427608,2918.51506,1
06-Nov-17,10451.8,64.62499922,3641.366438,2922.968099,0
07-Nov-17,10350.15,65.06000126,3727.188037,2940.804545,0
08-Nov-17,10303.15,64.91999844,3706.970646,2950.270245,0
09-Nov-17,10308.95,64.97499924,3715.985551,2957.048865,1
10-Nov-17,10321.75,65.19000017,3726.967333,2959.367879,1
13-Nov-17,10224.95,65.43999826,3719.133522,2957.45115,0
14-Nov-17,10186.6,65.41000101,3669.050097,2954.340665,0
15-Nov-17,10118.05,65.27000176,3609.15216,2962.699612,0
16-Nov-17,10214.75,65.29500151,3606.699499,2949.904718,1
17-Nov-17,10283.6,65.01499961,3639.73186,2951.785535,1
20-Nov-17,10298.75,65.10000044,3672.320039,2958.807482,1
21-Nov-17,10326.9,64.88000119,3686.78801,2937.703069,1
22-Nov-17,10342.3,64.88000119,3748.978703,2943.366682,1
23-Nov-17,10348.75,64.57000124,3766.479905,2947.374626,1
24-Nov-17,10389.7,64.67999894,3797.017759,2944.666767,1
27-Nov-17,10399.55,64.47700189,3759.349694,2949.91342,1
28-Nov-17,10370.25,64.40999798,3726.253766,2944.198604,0
29-Nov-17,10361.3,64.35999998,3713.719368,2937.599511,0
30-Nov-17,10226.55,64.49000018,3710.878396,2923.805625,0
01-Dec-17,10121.8,64.52000023,3760.902126,2928.883773,0
04-Dec-17,10127.75,64.38000064,3723.229751,2914.763569,1
05-Dec-17,10118.25,64.35999998,3703.556774,2905.000668,0
06-Dec-17,10044.1,64.5300009,3669.756831,2898.3491,0
07-Dec-17,10166.7,64.57000124,3634.378425,2877.764092,1
08-Dec-17,10265.65,64.47999943,3690.855158,2854.500405,1
11-Dec-17,10322.25,64.35500072,3698.185006,2844.343312,1
12-Dec-17,10240.15,64.40999798,3739.102037,2819.538272,0
13-Dec-17,10192.95,64.45999893,3686.399226,2816.528516,0
14-Dec-17,10252.1,64.33999932,3635.552233,2833.961056,1
15-Dec-17,10333.25,64.08000055,3669.15408,2829.887003,1
18-Dec-17,10388.75,64.2100006,3687.167898,2839.166875,1
19-Dec-17,10463.2,64.06000116,3689.283382,2844.343312,1
20-Dec-17,10444.2,64.11500077,3705.746218,2847.518245,0
21-Dec-17,10440.3,64.01999882,3719.11586,2849.286966,0
22-Dec-17,10493,64.01999882,3725.114232,2857.183674,1
26-Dec-17,10531.5,64.05000204,3786.858374,2876.489302,1
27-Dec-17,10490.75,64.11999981,3824.903907,2890.01471,0
28-Dec-17,10477.9,64.08000055,3822.854538,2902.403771,0
29-Dec-17,10530.7,63.84000163,3845.180845,2904.91628,1
01-Jan-18,10435.55,63.67999833,3824.551322,2913.846306,0
02-Jan-18,10442.2,63.45999907,3836.70322,2917.467755,1
03-Jan-18,10443.2,63.50499835,3871.198635,2922.122513,1
04-Jan-18,10504.8,63.39999864,3923.56972,2914.899509,1
05-Jan-18,10558.85,63.33999923,3893.756509,2922.199364,1
08-Jan-18,10623.6,63.4749998,3908.16958,2923.070627,1
09-Jan-18,10637,63.66999992,3962.762441,2920.654577,1
10-Jan-18,10632.2,63.63000121,4039.257682,2929.329916,0
11-Jan-18,10651.2,63.68999988,4081.322926,2934.246471,1
12-Jan-18,10681.25,63.60999845,4039.904202,2949.652383,1
15-Jan-18,10741.55,63.51500148,4092.156095,2972.042001,1
16-Jan-18,10700.45,64.01999882,4099.012604,2979.986411,0
17-Jan-18,10788.55,63.88499882,4069.573382,2976.332206,1
18-Jan-18,10817,63.86999951,4081.321146,2961.681761,1
19-Jan-18,10894.7,63.83000181,4037.687761,2971.326697,1
22-Jan-18,10966.2,63.8899988,4058.669883,2980.092979,1
23-Jan-18,11083.7,63.76000123,4098.224693,2987.419974,1
24-Jan-18,11086,63.66000059,4123.891306,3010.008278,1
25-Jan-18,11069.65,63.51500148,4202.835264,3033.336367,0
29-Jan-18,11130.4,63.60000178,4182.06353,3006.831521,1
30-Jan-18,11049.65,63.68999988,4122.604351,3005.530176,0
31-Jan-18,11027.7,63.55000092,4089.633999,3007.129905,0
01-Feb-18,11016.9,63.98000139,4172.085463,3026.671025,0
02-Feb-18,10760.6,64.13000023,4198.583019,3044.788844,0
05-Feb-18,10666.55,64.13999966,4156.045122,3029.320796,0
06-Feb-18,10498.25,64.22999889,4096.334813,3043.278463,0
07-Feb-18,10476.7,64.28000163,4039.519487,3013.282549,0
08-Feb-18,10576.85,64.29999807,3948.958886,2993.097916,1
09-Feb-18,10454.95,64.37499827,3866.322097,3000.903272,0
12-Feb-18,10539.75,64.28000163,3864.127716,3011.476738,1
14-Feb-18,10500.9,64.1000001,3786.81039,3035.776628,0
15-Feb-18,10545.5,63.9000011,3879.562199,3060.18153,1
16-Feb-18,10452.3,64.21499798,3938.009669,3076.979883,0
19-Feb-18,10378.4,64.25000138,4023.210203,3075.560367,0
20-Feb-18,10360.4,64.86000001,4025.904127,3062.674572,0
21-Feb-18,10397.45,64.80500046,3987.312088,3046.653404,1
22-Feb-18,10382.7,64.97499924,4035.453571,3047.433299,0
23-Feb-18,10491.05,64.71000019,4090.365045,3047.442586,1
26-Feb-18,10582.6,64.76999817,4131.787672,3059.245345,1
27-Feb-18,10554.3,64.91999844,4130.656329,3047.498309,0
28-Feb-18,10492.85,65.21000131,4088.055902,3037.131976,0
01-Mar-18,10458.35,65.23000197,3991.86988,3020.983753,0
05-Mar-18,10358.85,65.02500211,4033.243954,3046.087301,0
06-Mar-18,10249.25,64.90499791,4072.743611,3052.074495,0
07-Mar-18,10154.2,64.88000119,4020.40825,3053.658894,0
08-Mar-18,10242.65,65.10500167,3960.805645,3046.690532,1
09-Mar-18,10226.85,65.12500158,3974.408714,3037.067408,0
12-Mar-18,10421.4,64.98500211,3993.014817,3033.612426,1
13-Mar-18,10426.85,64.85499849,3958.696021,3033.078757,1
14-Mar-18,10410.9,64.83999855,3945.229387,3044.964998,0
15-Mar-18,10360.15,64.98999836,3974.362715,3035.822708,0
16-Mar-18,10195.15,64.98999836,4012.940799,3025.141955,0
19-Mar-18,10094.25,65.2200001,4041.115176,3028.522626,0
20-Mar-18,10124.35,65.21000131,4132.641502,3028.229152,1
21-Mar-18,10155.25,65.18000207,4210.490911,3039.134941,1
22-Mar-18,10114.75,65.10500167,4223.984828,3057.262527,0
23-Mar-18,9998.05,64.98999836,4236.984599,3083.07975,0
26-Mar-18,10130.65,64.82500134,4253.768357,3088.81263,1
27-Mar-18,10184.15,64.94500068,4259.465984,3081.778063,1
28-Mar-18,10113.7,65.15999809,4197.914311,3071.668162,0
02-Apr-18,10211.8,65.12999817,4175.099833,3077.349171,1
03-Apr-18,10245,65.00000163,4121.656357,3080.297187,1
04-Apr-18,10128.4,65.04499943,4087.714091,3093.89667,0
05-Apr-18,10325.15,64.89000009,4127.420193,3061.418171,1
06-Apr-18,10331.6,64.93000124,4081.632024,3063.800583,1
09-Apr-18,10379.35,64.95499853,4084.535737,3070.442082,1
10-Apr-18,10402.25,64.94999922,4202.675839,3082.044012,1
11-Apr-18,10417.15,65.26000041,4319.024097,3123.350481,1
12-Apr-18,10458.65,65.29000088,4352.549411,3115.255093,1
13-Apr-18,10480.6,65.25500088,4386.707466,3105.069336,1
16-Apr-18,10528.35,65.47000161,4354.902042,3125.673973,1
17-Apr-18,10548.7,65.67999982,4343.915293,3130.635143,1
18-Apr-18,10526.2,65.72000073,4442.404062,3144.446436,0
19-Apr-18,10565.3,65.86999976,4541.772266,3153.987113,1
20-Apr-18,10564.05,66.20999865,4515.321155,3145.326674,0
23-Apr-18,10584.7,66.53000074,4521.090751,3130.321547,1
24-Apr-18,10614.35,66.41000087,4576.49983,3128.411924,1
25-Apr-18,10570.55,66.91999901,4539.247804,3138.032642,0
26-Apr-18,10617.8,66.80500201,4566.414641,3129.253829,1
27-Apr-18,10692.3,66.62000158,4541.450133,3119.92038,1
30-Apr-18,10739.35,66.45999823,4528.864442,3102.997806,1
02-May-18,10718.05,66.68999927,4503.231814,3095.898554,0
03-May-18,10679.65,66.67000017,4529.171504,3100.929038,0
04-May-18,10618.25,66.82000075,4611.234745,3105.551484,0
07-May-18,10715.5,67.13999918,4738.737974,3125.820528,1
08-May-18,10717.8,67.12999791,4650.393716,3117.265286,1
09-May-18,10741.7,67.34999976,4779.760107,3127.159695,1
10-May-18,10716.55,67.24500057,4790.181627,3137.569889,0
11-May-18,10806.5,67.35999864,4794.906296,3151.075147,1
14-May-18,10806.6,67.55999902,4779.539398,3150.638319,1
15-May-18,10801.85,68.07999836,4839.083955,3135.444951,0
16-May-18,10741.1,67.77500028,4820.047166,3104.635531,0
17-May-18,10682.7,67.76500182,4865.563585,3094.882921,0
18-May-18,10596.4,67.99000139,4859.310837,3105.069336,0
21-May-18,10516.7,68.11500046,4892.235999,3102.131475,0
22-May-18,10536.7,68.02000169,4947.159087,3112.055793,1
23-May-18,10430.35,68.37000039,4916.136531,3126.406883,0
24-May-18,10513.85,68.33999888,4871.429552,3141.374414,1
25-May-18,10605.15,67.73000058,4702.358097,3132.478793,1
28-May-18,10688.65,67.40000115,4500.98942,3099.756359,1
29-May-18,10633.3,67.84000017,4537.233024,3123.087109,0
30-May-18,10614.35,67.44000116,4558.49894,3108.737417,0
31-May-18,10736.15,67.43000125,4556.81599,3115.070712,1
01-Jun-18,10696.2,66.99500023,4472.308674,3098.085383,0
04-Jun-18,10628.5,67.06999881,4389.289116,3092.557143,0
05-Jun-18,10593.15,67.09999846,4358.317417,3095.074498,0
06-Jun-18,10684.65,66.84000061,4361.173777,3094.566869,1
07-Jun-18,10768.35,67.41999977,4403.441269,3108.119029,1
08-Jun-18,10767.65,67.53000172,4443.925293,3122.999329,0
11-Jun-18,10786.95,67.47000048,4426.206611,3116.58522,1
12-Jun-18,10842.85,67.47999859,4475.704117,3114.915461,1
13-Jun-18,10856.7,67.64499824,4483.332117,3115.196865,1
14-Jun-18,10808.05,67.68999957,4513.774369,3134.688146,0
15-Jun-18,10817.7,68.06000006,4485.293734,3121.576021,1
18-Jun-18,10799.85,68.03999963,4417.930987,3097.778273,0
19-Jun-18,10710.45,68.31000034,4429.62581,3099.343249,0
20-Jun-18,10772.05,68.06000006,4474.90783,3083.935472,1
21-Jun-18,10741.1,67.94500205,4447.067652,3061.755611,0
22-Jun-18,10821.85,67.8700018,4575.875485,3061.165141,1
25-Jun-18,10762.45,68.11500046,4680.53874,3067.936383,0
26-Jun-18,10769.15,68.37000039,4715.66389,3055.898495,1
27-Jun-18,10671.4,68.63999797,4946.561105,3063.950781,0
28-Jun-18,10589.1,68.84000056,5041.627269,3061.31508,0
29-Jun-18,10714.3,68.45999916,5057.349305,3043.296986,1
02-Jul-18,10657.3,68.720002,5075.96386,3041.427281,0
03-Jul-18,10699.9,68.55000023,5086.236676,3040.567248,1
04-Jul-18,10769.9,68.68999929,5082.493699,3059.797625,1
05-Jul-18,10749.75,68.88000153,5080.788101,3062.496363,0
06-Jul-18,10772.65,68.80500229,5025.525275,3062.093124,1
09-Jul-18,10852.9,68.65999919,5054.931891,3069.03801,1
10-Jul-18,10947.25,68.75499892,5094.482336,3055.66505,1
11-Jul-18,10948.3,68.73000086,5005.236567,3042.047176,1
12-Jul-18,11023.2,68.5200002,4811.028093,3022.316787,1
13-Jul-18,11018.9,68.50000069,4833.30807,3012.837701,0
16-Jul-18,10936.85,68.55000023,4757.403881,3017.747372,0
17-Jul-18,11008.05,68.42999823,4632.631968,2994.245061,1
18-Jul-18,10980.45,68.62499999,4639.737935,2972.165669,0
19-Jul-18,10957.1,69.0200002,4731.104862,2979.222899,0
20-Jul-18,11010.2,68.7399979,4707.017076,2985.359796,1
23-Jul-18,11084.75,68.84500051,4729.258173,2991.316209,1
24-Jul-18,11134.3,68.94700141,4720.235067,2988.196623,1
25-Jul-18,11132,68.73000086,4746.148082,2992.963543,0
26-Jul-18,11167.3,68.65999919,4778.357595,2988.37522,1
27-Jul-18,11278.35,68.60500033,4755.954845,2977.84779,1
30-Jul-18,11319.55,68.60500033,4799.171022,2979.76442,1
31-Jul-18,11356.5,68.45999916,4750.076687,2978.238015,1
01-Aug-18,11346.2,68.34999957,4649.90639,2975.402349,0
02-Aug-18,11244.7,68.62499999,4671.365072,2970.126468,0
03-Aug-18,11360.8,68.54500075,4714.858516,2962.796169,1
06-Aug-18,11387.1,68.8299981,4767.111176,2965.537489,1
07-Aug-18,11389.45,68.63000173,4766.567071,2966.681203,1
08-Aug-18,11450,68.65999919,4654.378844,2962.778612,1
09-Aug-18,11470.7,68.76000071,4601.975185,2966.857238,1
10-Aug-18,11429.5,68.88999955,4629.32376,2971.3885,0
13-Aug-18,11355.75,70.01999911,4681.872414,2982.21704,0
14-Aug-18,11435.1,69.96000107,4731.312533,2972.704626,1
16-Aug-18,11385.05,70.08999766,4572.640712,2941.51388,0
17-Aug-18,11470.75,70.10000116,4612.349365,2936.892063,1
20-Aug-18,11551.75,69.81999846,4597.733792,2946.367276,1
21-Aug-18,11570.9,69.85999986,4615.908866,2957.591101,1
23-Aug-18,11582.75,70.10499906,4762.644966,2962.199374,1
24-Aug-18,11557.1,69.97000176,4822.196974,2974.579246,0
27-Aug-18,11691.95,70.16500001,4819.032064,2998.806475,1
28-Aug-18,11738.5,70.10000116,4833.493363,3012.465583,1
29-Aug-18,11691.9,70.5349988,4883.35461,3013.527726,0
30-Aug-18,11676.8,70.74499789,4964.237706,3020.728237,0
31-Aug-18,11680.5,71.00500124,4970.219852,3024.803388,1
03-Sep-18,11582.35,71.21499765,4976.02549,3021.056766,0
04-Sep-18,11520.3,71.58499999,5042.926266,3022.298518,0
05-Sep-18,11476.95,71.7550003,4956.7887,3035.601535,0
06-Sep-18,11536.9,71.9499982,4912.822561,3057.729941,1
07-Sep-18,11589.1,71.78999817,4858.588242,3048.213594,1
10-Sep-18,11438.1,72.45500001,4936.076464,3063.828744,0
11-Sep-18,11287.5,72.63999907,4967.786426,3065.735501,0
12-Sep-18,11369.9,72.16000066,5075.638626,3058.786824,1
14-Sep-18,11515.2,71.87999836,4947.511634,3052.782611,1
17-Sep-18,11377.75,72.53999819,5011.726981,3071.639856,0
18-Sep-18,11278.9,72.71000212,5055.590122,3080.344629,0
19-Sep-18,11234.35,72.35999968,5100.73901,3080.041026,0
21-Sep-18,11143.1,72.24000209,5126.599308,3072.470358,0
24-Sep-18,10967.4,72.6699982,5253.943001,3081.92053,0
25-Sep-18,11067.45,72.68499913,5275.761727,3086.057808,1
26-Sep-18,11053.8,72.59999833,5236.881372,3075.815783,0
27-Sep-18,10977.55,72.56999903,5248.948779,3055.795775,0
28-Sep-18,10930.45,72.51000112,5284.061294,3048.510955,0
01-Oct-18,11008.3,72.92499759,5404.678659,3079.177983,1
03-Oct-18,10858.25,73.34499763,5538.107349,3131.841115,0
04-Oct-18,10599.25,73.62999792,5574.232905,3140.812026,0
05-Oct-18,10316.45,73.7699996,5528.748592,3151.690882,0
08-Oct-18,10348.05,74.06499974,5471.257839,3134.000458,1
09-Oct-18,10301.05,74.34000203,5546.859145,3132.518043,0
10-Oct-18,10460.1,74.25000258,5501.89748,3133.970992,1
11-Oct-18,10234.65,74.0499996,5320.975078,3171.260766,0
12-Oct-18,10472.5,73.60999848,5264.377461,3183.770412,1
15-Oct-18,10512.5,73.7699996,5285.012623,3214.586508,1
16-Oct-18,10584.75,73.46500025,5261.121896,3203.085212,1
17-Oct-18,10453.05,73.59999741,5210.150754,3191.553872,0
19-Oct-18,10303.55,73.37500055,5087.877876,3193.541382,0
22-Oct-18,10245.25,73.55999866,5101.285155,3186.1644,0
23-Oct-18,10146.8,73.55000036,4984.507574,3213.956284,0
24-Oct-18,10224.75,73.22999799,4916.916187,3191.553872,1
25-Oct-18,10124.9,73.22999799,4920.387196,3196.890065,0
26-Oct-18,10030,73.45999747,4918.810407,3205.354224,0
29-Oct-18,10250.85,73.40000109,4945.303581,3193.286435,1
30-Oct-18,10198.4,73.68000068,4887.703214,3184.906093,0
31-Oct-18,10386.6,73.96000036,4916.813243,3180.519951,1
01-Nov-18,10380.45,73.45500077,4735.029323,3184.652523,0
02-Nov-18,10553,72.4399994,4613.555962,3170.737894,1
05-Nov-18,10524,73.08000199,4626.931039,3177.801152,0
06-Nov-18,10530,72.95499844,4565.749907,3176.902647,1
07-Nov-18,10598.4,72.45000262,4563.353931,3161.385572,1
09-Nov-18,10585.2,72.48000259,4357.452472,3117.051519,0
12-Nov-18,10482.2,72.8599998,4440.533353,3111.106963,0
13-Nov-18,10582.5,72.61500201,4223.709674,3084.496703,1
14-Nov-18,10576.3,72.30999933,4065.002922,3068.755466,0
15-Nov-18,10616.7,71.91499935,4069.951548,3085.610257,1
16-Nov-18,10682.2,71.97999993,4118.273855,3098.863027,1
19-Nov-18,10763.4,71.61000048,4059.552635,3090.84615,1
20-Nov-18,10656.2,71.43000003,3990.961916,3088.831711,0
21-Nov-18,10600.05,71.30499986,3904.163849,3081.531151,0
22-Nov-18,10526.75,70.69000228,3850.875607,3076.430848,0
26-Nov-18,10628.6,70.81999999,3650.834901,3061.615002,1
27-Nov-18,10685.6,70.78499927,3658.798992,3055.87048,1
28-Nov-18,10728.85,70.64000195,3650.907167,3038.386981,1
29-Nov-18,10858.7,69.77999901,3562.519543,3033.842513,1
30-Nov-18,10876.75,69.649999,3555.671633,3025.032141,1
03-Dec-18,10883.75,70.44000136,3741.880368,3072.121115,1
04-Dec-18,10869.5,70.52999909,3789.307117,3102.150721,0
05-Dec-18,10782.9,70.55999801,3772.258351,3097.855045,0
06-Dec-18,10601.15,70.85000021,3652.981402,3119.638122,0
07-Dec-18,10693.7,70.8600009,3725.720494,3132.243313,1
10-Dec-18,10488.45,72.51999739,3747.352185,3185.362622,0
11-Dec-18,10549.15,72.29099787,3729.761253,3188.429826,1
12-Dec-18,10737.6,71.8399991,3772.486779,3178.316255,1
13-Dec-18,10791.55,71.53000097,3678.822699,3159.777299,1
14-Dec-18,10805.45,71.92000079,3749.445968,3156.336503,1
17-Dec-18,10888.35,71.61000048,3656.258402,3149.298809,1
18-Dec-18,10908.7,70.61999768,3453.050539,3133.597809,1
19-Dec-18,10967.3,70.27899778,3339.023859,3117.751228,1
20-Dec-18,10951.7,69.98000042,3280.122373,3113.945493,0
21-Dec-18,10754,70.13999944,3235.87275,3126.455756,0
24-Dec-18,10663.5,70.10499906,3169.17252,3138.377333,0
26-Dec-18,10729.85,70.06999923,3093.101605,3160.086839,1
27-Dec-18,10779.8,70.36099907,3208.158704,3166.440794,1
28-Dec-18,10859.9,69.93299929,3185.077233,3165.969626,1
31-Dec-18,10862.55,69.56999897,3202.915851,3145.771925,1
01-Jan-19,10910.1,69.45300067,3182.176019,3141.463231,1
02-Jan-19,10792.5,70.0000014,3213.679411,3159.67746,0
03-Jan-19,10672.25,70.10999768,3269.449173,3182.392459,0
04-Jan-19,10727.35,69.55000106,3364.208928,3166.130008,1
07-Jan-19,10771.8,69.80299918,3428.063357,3163.025497,1
08-Jan-19,10802.15,70.13999944,3457.488337,3165.829305,1
09-Jan-19,10855.15,70.55999801,3611.347117,3183.932603,1
10-Jan-19,10821.6,70.42000108,3667.735426,3202.962099,0
11-Jan-19,10794.95,70.39900112,3690.989685,3200.112644,0
14-Jan-19,10737.6,70.76000062,3621.38524,3213.346958,0
15-Jan-19,10886.8,71.09999802,3657.854589,3219.834179,1
16-Jan-19,10890.3,70.97999812,3696.694223,3225.619158,1
17-Jan-19,10905.2,71.05000179,3678.54717,3231.132609,1
18-Jan-19,10906.95,71.2100025,3779.121791,3218.486989,1
21-Jan-19,10961.85,71.18800175,3872.687956,3208.398303,1
22-Jan-19,10922.75,71.26000081,3791.856335,3213.140459,0
23-Jan-19,10831.5,71.18999849,3786.036398,3215.69258,0
24-Jan-19,10849.8,71.00000021,3756.938528,3206.433388,1
25-Jan-19,10780.55,70.90000179,3808.155317,3220.601544,0
28-Jan-19,10661.55,71.06999791,3733.080922,3253.037524,0
29-Jan-19,10652.2,71.39000043,3770.193736,3275.016211,0
30-Jan-19,10651.8,71.23500049,3855.102631,3292.907407,0
31-Jan-19,10830.95,70.96000226,3892.635183,3308.114474,1
01-Feb-19,10893.65,71.43500058,3873.105802,3325.098174,1
04-Feb-19,10912.25,71.71000246,3930.918569,3341.922073,1
05-Feb-19,10934.35,71.53000097,3905.0737,3341.497726,1
06-Feb-19,11062.45,71.550002,3843.830343,3337.070853,1
07-Feb-19,11069.4,71.30000225,3805.215439,3314.627784,1
08-Feb-19,10943.6,71.17500032,3750.194366,3315.012365,0
11-Feb-19,10888.8,71.14000217,3707.498911,3305.45731,0
12-Feb-19,10831.4,70.5349988,3775.6076,3294.556404,0
13-Feb-19,10793.65,70.87500222,3820.408528,3297.065612,0
14-Feb-19,10746.05,71.01999845,3845.527757,3300.417173,0
15-Feb-19,10724.4,71.32999847,3925.931614,3330.857396,0
18-Feb-19,10640.95,71.3869987,4004.222559,3356.72974,0
19-Feb-19,10604.35,71.30000225,4000.325285,3374.092369,0
20-Feb-19,10735.45,71.00999792,4041.038244,3391.129483,1
21-Feb-19,10789.85,71.16500168,4075.883153,3364.782837,1
22-Feb-19,10791.65,71.035002,4091.334598,3344.459234,1
25-Feb-19,10880.1,70.83400094,4005.404564,3343.262824,1
26-Feb-19,10835.3,70.96000226,3960.173044,3344.772455,0
27-Feb-19,10806.65,71.19999909,4043.238315,3347.941518,0
28-Feb-19,10792.5,70.84000233,4049.725836,3321.420505,0
01-Mar-19,10863.5,71.00000021,4049.641972,3286.759945,1
05-Mar-19,10987.45,70.49000209,4004.611977,3220.238555,1
06-Mar-19,11053,70.08000193,3940.16028,3209.13963,1
07-Mar-19,11058.2,70.11599991,3967.849109,3188.511157,1
08-Mar-19,11035.4,70.01199866,3888.739972,3210.489311,0
11-Mar-19,11168.05,69.85000131,3960.398556,3206.320299,1
12-Mar-19,11301.2,69.62500044,3984.618616,3198.434047,1
13-Mar-19,11341.7,69.52899943,4016.61174,3222.531943,1
14-Mar-19,11343.25,69.36500225,4060.148952,3197.063817,1
15-Mar-19,11426.85,68.96300128,4038.119101,3186.854861,1
18-Mar-19,11462.2,68.62499999,4027.42174,3168.618007,1
19-Mar-19,11532.4,69.01499862,4070.820035,3186.946268,1
20-Mar-19,11521.05,68.78999837,4101.766174,3181.177608,0
22-Mar-19,11456.9,69.16999807,4099.994086,3202.32617,0
25-Mar-19,11354.25,68.88999955,4067.506167,3220.103752,0
26-Mar-19,11483.25,68.9959992,4137.360891,3214.617509,1
27-Mar-19,11445.05,69.10000014,4133.354586,3211.840127,0
28-Mar-19,11570,69.18999823,4090.120912,3192.267052,1
29-Mar-19,11623.9,69.18500069,4169.537283,3177.478036,1
01-Apr-19,11669.15,69.20499995,4231.930005,3187.281472,1
02-Apr-19,11713.2,68.92000152,4296.496671,3175.449961,1
03-Apr-19,11643.95,68.44999906,4303.590107,3165.638889,0
04-Apr-19,11598,68.97999828,4317.183033,3172.810285,0
05-Apr-19,11665.95,69.16999807,4323.314425,3182.007656,1
08-Apr-19,11604.5,69.55499825,4442.962963,3217.586038,0
09-Apr-19,11671.95,69.28000067,4463.058322,3220.70527,1
10-Apr-19,11584.3,69.1499999,4460.319743,3218.590579,0
11-Apr-19,11596.7,69.0200002,4415.269806,3199.088899,1
12-Apr-19,11643.45,69.18999823,4447.945273,3189.690919,1
15-Apr-19,11690.35,69.39500051,4400.557549,3177.871843,1
16-Apr-19,11787.15,69.53000014,4416.177241,3169.280795,1
18-Apr-19,11752.8,69.39500051,4432.11145,3149.120293,0
22-Apr-19,11594.45,69.70000144,4591.300288,3167.79493,0
23-Apr-19,11575.95,69.76999901,4626.103191,3155.450093,0
24-Apr-19,11726.15,69.96000107,4632.489695,3165.077798,1
25-Apr-19,11641.8,70.17000227,4642.723711,3187.250996,0
26-Apr-19,11754.65,69.85000131,4469.877911,3191.625176,1
30-Apr-19,11748.15,69.64700114,4468.768525,3180.610995,0
02-May-19,11724.75,69.40999973,4326.334032,3140.950137,0
