Date,USD,CRUDE,GOLD,Open,High,Low,Close,10DMA,EMA
18-Nov-16,68.19099917,3098.757264,2890.925385,8097.55,8128.95,8048.3,8074.1,8310.25,8268.359766
21-Nov-16,68.22800079,3252.377958,2907.838952,8102.1,8102.45,7916.4,7929.1,8259.785,8206.676172
22-Nov-16,68.39600026,3308.369747,2916.242596,7989.15,8019.05,7938.15,8002.3,8210.31,8169.516868
23-Nov-16,68.78399864,3305.979969,2895.41193,8051.2,8055.2,7973.1,8033.3,8159.285,8144.750165
24-Nov-16,68.76099832,3311.345176,2870.741972,8011.8,8024.85,7952.55,7965.5,8112.635,8112.159226
25-Nov-16,68.51900018,3241.501429,2853.579959,8007.95,8122.25,7976.75,8114.3,8071.49,8112.548457
28-Nov-16,68.57900126,3205.378476,2874.92633,8080.65,8146.5,8066.5,8126.9,8054.55,8115.157829
29-Nov-16,68.6149987,3162.252365,2863.778641,8131.55,8197.35,8128.7,8142.15,8057.92,8120.065496
30-Nov-16,68.59800226,3293.194843,2846.610399,8172.15,8234.25,8139.25,8224.5,8069.21,8139.053588
1-Dec-16,68.23599912,3452.339338,2806.001476,8244,8250.8,8185.05,8192.9,8080.505,8148.843845
2-Dec-16,68.03100118,3481.008549,2808.704738,8153.55,8159.3,8070.05,8086.8,8081.775,8137.563146
5-Dec-16,68.02499892,3543.361374,2796.764703,8088.75,8141.9,8056.85,8128.75,8101.74,8135.960755
6-Dec-16,67.74199864,3466.691809,2793.163453,8153.15,8178.7,8130.85,8143.15,8115.825,8137.267891
7-Dec-16,67.43800003,3425.900251,2791.097515,8168.4,8190.45,8077.5,8102.05,8122.7,8130.864638
8-Dec-16,67.54599849,3391.928896,2783.236013,8152.1,8256.25,8151.75,8246.85,8150.835,8151.952886
9-Dec-16,67.47000048,3470.12741,2767.760024,8271.7,8274.95,8241.95,8261.75,8165.58,8171.915997
12-Dec-16,67.43100156,3611.36541,2754.441537,8230.65,8230.65,8154.45,8170.8,8169.97,8171.713089
13-Dec-16,67.41100096,3576.45522,2755.428194,8196.15,8228.85,8155.8,8221.8,8177.935,8180.8198
14-Dec-16,67.47499916,3533.808768,2761.302009,8229.35,8229.4,8165.1,8182.45,8173.73,8181.1162
15-Dec-16,67.8570006,3452.062885,2709.5131,8128.4,8225.9,8121.95,8153.6,8169.8,8176.113254
16-Dec-16,67.85500227,3483.55398,2711.57027,8178.2,8178.7,8127.45,8139.45,8175.065,8169.447208
19-Dec-16,67.84399978,3549.602948,2722.23659,8126,8132.5,8094.85,8104.35,8172.625,8157.611352
20-Dec-16,67.91700054,3639.995605,2710.071166,8110.6,8124.1,8062.75,8082.4,8166.55,8143.936561
21-Dec-16,67.83699963,3627.931708,2709.212134,8105.85,8112.55,8053.25,8061.3,8162.475,8128.911732
22-Dec-16,67.84799985,3589.518741,2695.781103,8043.85,8046.45,7964.95,7979.1,8135.7,8101.673235
23-Dec-16,67.83699963,3584.682837,2696.050017,7972.5,8022.6,7942.05,7985.75,8108.1,8080.596283
26-Dec-16,67.76000139,3612.205362,2696.988004,7965.1,7970.05,7893.8,7908.25,8081.845,8049.260595
27-Dec-16,67.97799851,3647.746035,2721.673503,7915.05,8044.65,7903.7,8032.85,8062.95,8046.276851
28-Dec-16,68.23300069,3693.73265,2727.709161,8047.55,8100.55,8028.4,8034.85,8048.19,8044.199241
29-Dec-16,67.93499952,3673.854214,2744.387727,8030.6,8111.1,8020.8,8103.6,8043.19,8054.999379
30-Dec-16,67.9549983,3659.877163,2754.198776,8119.65,8197,8114.75,8185.8,8047.825,8078.78131
2-Jan-17,68.14499975,3677.449128,2752.333979,8210.1,8212,8133.8,8179.5,8055.34,8097.093799
3-Jan-17,68.2600007,3697.97925,2760.829353,8196.05,8219.1,8148.6,8192.25,8066.325,8114.394927
4-Jan-17,67.88599877,3594.170583,2772.271738,8202.65,8218.5,8180.9,8190.5,8079.245,8128.232213
5-Jan-17,67.74299905,3631.346528,2788.210331,8226.65,8282.65,8223.7,8273.8,8108.715,8154.699083
6-Jan-17,68.11500046,3673.900144,2788.591315,8281.85,8306.85,8233.25,8243.8,8134.52,8170.89925
9-Jan-17,68.09999913,3618.817166,2794.271743,8259.35,8263,8227.75,8236.05,8167.3,8182.744841
10-Jan-17,68.32699908,3546.354702,2811.681976,8262.7,8293.8,8261,8288.6,8192.875,8201.991233
11-Jan-17,68.31200223,3533.773109,2821.423634,8327.8,8389,8322.25,8380.65,8227.455,8234.474646
12-Jan-17,68.14100172,3601.894497,2842.637285,8391.05,8417.2,8382.3,8407.2,8257.815,8265.879255
13-Jan-17,68.17999902,3598.182095,2834.169886,8457.65,8461.05,8373.15,8400.35,8279.27,8290.328482
16-Jan-17,68.10299979,3573.186495,2853.922002,8390.95,8426.7,8374.4,8412.8,8302.6,8312.59603
17-Jan-17,67.86200153,3600.722178,2870.049881,8415.05,8440.9,8378.3,8398,8323.175,8328.124025
18-Jan-17,68.21999968,3540.336989,2875.290045,8403.85,8460.3,8397.4,8417,8345.825,8344.283293
19-Jan-17,68.09999913,3529.386509,2856.35124,8418.4,8445.15,8404.05,8435.1,8361.955,8360.795422
20-Jan-17,68.07500231,3620.082078,2861.467761,8404.35,8423.65,8340.95,8349.35,8372.51,8358.714436
23-Jan-17,68.05100096,3606.641817,2878.874245,8329.6,8404.15,8327.2,8391.5,8388.055,8364.675448
24-Jan-17,68.13799771,3633.169759,2874.504867,8407.05,8480.95,8398.15,8475.8,8406.775,8384.879912
25-Jan-17,67.98799985,3618.146796,2849.790398,8499.45,8612.6,8493.95,8602.75,8428.985,8424.492655
27-Jan-17,68.10499884,3644.434813,2819.625723,8610.5,8672.7,8606.9,8641.25,8452.39,8463.903081
1-Feb-17,67.41500013,3594.08462,2880.441514,8570.35,8722.4,8537.5,8716.4,8483.995,8509.811612
2-Feb-17,67.21000128,3630.983776,2893.845081,8724.75,8757.6,8685.8,8734.25,8516.14,8550.618592
3-Feb-17,67.18400139,3621.118743,2884.745753,8735.15,8748.25,8707.75,8740.95,8550.435,8585.224302
6-Feb-17,67.19499854,3610.686234,2907.238734,8785.45,8814.1,8770.2,8801.05,8588.84,8624.465338
7-Feb-17,67.34999976,3542.224869,2927.871876,8805.7,8809.3,8741.05,8768.3,8622.16,8650.617095
8-Feb-17,67.05000046,3493.961457,2933.635302,8774.55,8791.25,8715,8769.05,8664.13,8672.15035
9-Feb-17,66.76499816,3538.382291,2923.77998,8795.55,8821.4,8724.1,8778.4,8702.82,8691.468468
10-Feb-17,66.85400049,3588.652853,2903.465577,8812.35,8822.1,8771.2,8793.55,8734.595,8710.028747
13-Feb-17,66.97500171,3576.281771,2907.162667,8819.8,8826.9,8754.2,8805.05,8754.825,8727.305338
14-Feb-17,66.83500176,3567.753693,2907.517678,8819.9,8820.45,8772.5,8792.3,8769.93,8739.12255
15-Feb-17,66.87500013,3552.064725,2901.755272,8778.95,8807.9,8712.85,8724.7,8770.76,8736.500268
16-Feb-17,67.08000021,3568.91201,2931.193171,8739,8783.95,8719.6,8778,8775.135,8744.045674
17-Feb-17,67.08000021,3576.572525,2938.005153,8883.7,8896.45,8804.25,8821.7,8783.21,8758.164642
20-Feb-17,66.90500012,3627.30339,2925.148378,8818.55,8886.25,8809.8,8879.2,8791.025,8780.171071
21-Feb-17,66.98500172,3662.97902,2919.111422,8890.75,8920.8,8860.95,8907.85,8804.98,8803.385422
22-Feb-17,66.94999906,3621.877096,2925.38798,8931.6,8960.75,8905.25,8926.9,8820.765,8825.842618
23-Feb-17,66.68999927,3641.367688,2935.236932,8956.4,8982.15,8927.55,8939.5,8836.875,8846.507596
27-Feb-17,66.69999888,3634.601844,2964.060763,8943.7,8951.8,8888.65,8896.7,8847.19,8855.633488
28-Feb-17,66.72500211,3592.484982,2956.541792,8898.95,8914.75,8867.6,8879.6,8854.645,8859.991036
1-Mar-17,66.86500163,3622.865835,2937.789372,8904.4,8960.8,8898.6,8945.8,8869.995,8875.592665
2-Mar-17,66.78500078,3560.20501,2929.304173,8982.85,8992.5,8879.8,8899.75,8887.5,8879.984908
3-Mar-17,66.78000123,3541.733497,2906.520488,8883.5,8907.1,8860.1,8897.55,8899.455,8883.178561
6-Mar-17,66.67500104,3551.590376,2906.841542,8915.1,8967.8,8914,8963.45,8913.63,8897.773368
7-Mar-17,66.62499939,3563.942161,2884.795684,8977.75,8977.85,8932.8,8946.9,8920.4,8906.705483
8-Mar-17,66.76499816,3496.306269,2867.342404,8950.7,8957.05,8891.95,8924.3,8922.045,8909.904486
9-Mar-17,66.68999927,3318.698555,2850.107164,8914.5,8945.8,8899.5,8927,8922.055,8913.012761
10-Mar-17,66.55500069,3291.315258,2833.61575,8953.7,8975.7,8903.95,8934.55,8921.56,8916.928623
14-Mar-17,65.77499886,3160.424245,2815.949538,9091.65,9122.75,9060.5,9087,8940.59,8947.850692
15-Mar-17,65.63000142,3190.264235,2797.327992,9086.85,9106.55,9075.5,9084.8,8961.11,8972.750566
16-Mar-17,65.38499864,3209.905278,2843.809453,9129.65,9158.45,9128.55,9153.7,8981.9,9005.650463
17-Mar-17,65.47499984,3204.661692,2849.18143,9207.8,9218.4,9147.6,9160.05,9007.93,9033.723106
20-Mar-17,65.34499872,3176.089657,2854.101201,9166.95,9167.6,9116.3,9126.85,9030.86,9050.655269
21-Mar-17,65.34499872,3205.268295,2858.147292,9133.95,9147.75,9087.2,9121.5,9046.665,9063.536129
22-Mar-17,65.45499864,3140.510812,2886.744359,9047.2,9072.9,9019.3,9030.45,9055.02,9057.520469
23-Mar-17,65.45499864,3157.863772,2885.536537,9048.75,9099.05,9048.6,9086.3,9071.22,9062.753111
24-Mar-17,65.42500048,3144.123867,2877.888321,9104,9133.55,9089.4,9108,9089.32,9070.979818
27-Mar-17,64.99499961,3106.327662,2888.053279,9093.45,9094.85,9024.65,9045.2,9100.385,9066.292578
28-Mar-17,65.04499943,3154.27885,2883.789068,9081.5,9110.4,9079.8,9100.8,9101.765,9072.566655
29-Mar-17,64.87500079,3184.30553,2869.671021,9128.7,9153.15,9109.1,9143.8,9107.665,9085.518172
30-Mar-17,64.86000001,3246.229996,2867.103996,9142.6,9183.15,9136.35,9173.75,9109.67,9101.560323
31-Mar-17,64.86000001,3267.954846,2858.220815,9158.9,9191.7,9152.1,9173.75,9111.04,9114.685719
3-Apr-17,64.98500211,3288.420182,2877.813782,9220.6,9245.35,9192.4,9237.85,9122.14,9137.079224
5-Apr-17,64.87500079,3346.54703,2887.261115,9264.4,9273.9,9215.4,9265.15,9136.505,9160.36482
6-Apr-17,64.60599806,3333.358912,2881.537127,9245.8,9267.95,9218.85,9261.95,9159.655,9178.834853
7-Apr-17,64.26999981,3363.390684,2885.902941,9223.7,9250.5,9188.1,9198.3,9170.855,9182.37397
10-Apr-17,64.6050005,3407.398225,2871.022199,9225.6,9225.65,9174.85,9181.45,9178.2,9182.205976
11-Apr-17,64.55499947,3428.392682,2897.450533,9184.55,9242.7,9172.85,9237,9197.38,9192.168526
12-Apr-17,64.68999906,3458.863806,2923.762883,9242.5,9246.4,9161.8,9203.45,9207.645,9194.219703
13-Apr-17,64.44499839,3424.426063,2935.323091,9202.5,9202.65,9144.95,9150.8,9208.345,9186.325211
17-Apr-17,64.47999943,3409.573558,2943.028848,9144.75,9160,9120.25,9139.3,9204.9,9177.775173
18-Apr-17,64.6050005,3393.026819,2937.694439,9163,9217.9,9095.45,9105.15,9198.04,9164.570596
19-Apr-17,64.66500038,3373.272182,2931.511106,9112.2,9120.5,9075.15,9103.5,9184.605,9153.466851
20-Apr-17,64.62000047,3309.283767,2926.012839,9108.1,9143.9,9102.65,9136.4,9171.73,9150.363787
21-Apr-17,64.65000041,3255.774644,2932.912558,9179.1,9183.65,9088.75,9119.4,9157.475,9144.734008
24-Apr-17,64.49000018,3211.87033,2907.619125,9135.35,9225.4,9130.55,9217.95,9159.44,9158.046006
25-Apr-17,64.32999952,3176.887791,2891.360038,9273.05,9309.2,9250.35,9306.6,9171.955,9185.055823
26-Apr-17,64.13000023,3189.518425,2872.721214,9336.2,9367,9301.35,9351.85,9183.44,9215.382037
27-Apr-17,64.11500077,3142.274224,2877.275565,9359.15,9367.15,9322.65,9342.15,9197.31,9238.430758
28-Apr-17,64.2899983,3181.486954,2885.045367,9340.95,9342.65,9282.25,9304.05,9212.635,9250.361529
2-May-17,64.16500158,3133.194084,2860.084659,9339.85,9352.55,9269.9,9313.8,9230.085,9261.895797
3-May-17,64.16500158,3074.74288,2852.220739,9344.7,9346.3,9298.4,9311.95,9250.765,9270.996561
4-May-17,64.21499798,3004.703634,2815.901962,9360.95,9365.65,9323.25,9359.9,9276.405,9287.160823
5-May-17,64.3150015,2937.087142,2816.322277,9374.55,9377.1,9272,9285.3,9291.295,9286.822491
8-May-17,64.35999998,2982.448749,2812.820837,9311.45,9338.7,9297.95,9314.05,9310.76,9291.772947
9-May-17,64.67999894,2993.860934,2807.584972,9337.35,9338.95,9307.7,9316.85,9320.65,9296.332411
10-May-17,64.61499832,3033.345759,2806.859966,9339.65,9414.75,9336,9407.3,9330.72,9316.508337
11-May-17,64.40499924,3091.192602,2800.01456,9448.6,9450.65,9411.3,9422.4,9337.775,9335.761366
12-May-17,64.24300095,3072.344123,2804.96254,9436.65,9437.75,9372.55,9400.9,9343.65,9347.604754
15-May-17,64.06499984,3152.06737,2806.844209,9433.55,9449.25,9423.1,9445.4,9357.785,9365.385708
16-May-17,64.0450016,3142.739087,2809.572776,9461,9517.2,9456.35,9512.25,9377.63,9392.088307
17-May-17,64.13000023,3141.467067,2841.231958,9517.6,9532.6,9486.1,9525.75,9399.01,9416.390433
18-May-17,64.88000119,3170.682817,2881.371072,9453.2,9489.1,9418.1,9429.45,9405.965,9418.764899
19-May-17,64.56499849,3255.832851,2865.970045,9469.9,9505.75,9390.75,9427.9,9420.225,9420.425827
22-May-17,64.5099985,3310.672668,2870.35469,9480.25,9498.65,9427.9,9438.25,9432.645,9423.666586
23-May-17,64.89499859,3318.062666,2886.97771,9445.05,9448.05,9370,9386.15,9439.575,9416.845388
24-May-17,64.76999817,3345.014349,2870.297018,9410.9,9431.9,9341.65,9360.55,9434.9,9406.609863
25-May-17,64.55499947,3267.33221,2871.079899,9384.05,9523.3,9379.2,9509.75,9443.635,9425.362615
26-May-17,64.5099985,3171.03595,2883.157172,9507.75,9604.9,9495.4,9595.1,9463.055,9456.223958
29-May-17,64.5400005,3230.090129,2889.714063,9560.05,9637.75,9547.7,9604.9,9479.005,9483.255966
30-May-17,64.63499905,3203.989265,2888.403637,9590.65,9635.3,9581.2,9624.55,9490.235,9508.94579
31-May-17,64.5099985,3139.232413,2883.922134,9636.55,9649.6,9609.25,9621.25,9499.785,9529.364737
1-Jun-17,64.47799966,3145.859222,2891.870086,9603.55,9634.65,9589.9,9616.1,9518.45,9545.134785
2-Jun-17,64.41500164,3062.817494,2896.678379,9657.15,9673.5,9637.45,9653.5,9541.01,9564.837551
5-Jun-17,64.3499981,3065.66235,2923.027906,9656.3,9687.2,9640.7,9675.1,9564.695,9584.885269
6-Jun-17,64.43000067,3061.711628,2946.870865,9704.25,9709.3,9630.2,9637.15,9589.795,9594.387948
7-Jun-17,64.43499913,3030.468227,2947.722148,9663.95,9678.55,9630.55,9663.9,9620.13,9607.026503
8-Jun-17,64.25000138,2948.068676,2922.780148,9682.4,9688.7,9641.5,9647.25,9633.88,9614.339866
9-Jun-17,64.24499856,2947.335139,2901.064981,9638.55,9676.25,9608.15,9668.25,9641.195,9624.141708
12-Jun-17,64.47999943,2986.295484,2898.87002,9646.7,9647.05,9598.5,9616.4,9642.345,9622.734125
13-Jun-17,64.34500039,2974.289412,2890.064824,9615.55,9654.15,9595.4,9606.9,9640.58,9619.855193
14-Jun-17,64.23499938,2925.658928,2898.626341,9621.55,9627.4,9580.45,9618.15,9640.27,9619.545158
15-Jun-17,64.56499849,2878.991507,2879.26383,9617.9,9621.4,9560.8,9578.05,9636.465,9612.000584
16-Jun-17,64.46500205,2886.266919,2873.860514,9595.45,9615.85,9565.5,9588.05,9629.92,9607.645932
19-Jun-17,64.49499964,2887.674797,2859.430401,9626.4,9673.3,9614.9,9657.55,9628.165,9616.719399
20-Jun-17,64.5400005,2831.443107,2853.734683,9670.5,9676.5,9643.75,9653.5,9629.8,9623.406781
21-Jun-17,64.5300009,2808.207121,2856.79188,9648.1,9650.45,9608.6,9633.6,9626.77,9625.260094
22-Jun-17,64.6050005,2775.535006,2868.543268,9642.65,9698.85,9617.75,9630,9625.045,9626.121895
23-Jun-17,64.50500088,2778.660865,2874.521392,9643.25,9647.65,9565.3,9574.95,9615.715,9616.817914
27-Jun-17,64.47499814,2844.526288,2857.379611,9594.05,9615.4,9473.45,9511.4,9605.215,9597.65102
28-Jun-17,64.52500018,2872.217217,2864.22978,9520.2,9522.5,9474.35,9491.25,9593.65,9578.30538
29-Jun-17,64.65999962,2923.783943,2853.930147,9522.95,9575.8,9493.8,9504.1,9582.245,9564.813493
30-Jun-17,64.62000047,2944.113363,2848.337425,9478.5,9535.8,9448.75,9520.9,9576.53,9556.829222
3-Jul-17,64.84500196,3017.284629,2825.936445,9587.95,9624,9543.55,9615,9579.225,9567.405727
4-Jul-17,64.78999845,3055.606887,2813.913112,9645.9,9650.65,9595.5,9613.3,9574.8,9575.75014
5-Jul-17,64.79999902,2997.862049,2810.575634,9619.75,9643.65,9607.35,9637.6,9573.21,9586.995569
6-Jul-17,64.72499869,2977.477065,2813.453937,9653.6,9700.7,9639.95,9674.55,9577.305,9602.914557
7-Jul-17,64.62499922,2876.34003,2793.218067,9670.35,9684.25,9642.65,9665.8,9580.885,9614.348274
10-Jul-17,64.47499814,2858.254766,2770.604989,9719.3,9782.15,9646.45,9771.05,9600.495,9642.839497
11-Jul-17,64.56499849,2877.274932,2775.64978,9797.45,9830.05,9778.85,9786.05,9627.96,9668.87777
12-Jul-17,64.47499814,2955.91295,2789.781588,9807.3,9824.95,9787.7,9816.1,9660.445,9695.645448
13-Jul-17,64.45999893,2941.695527,2788.272526,9855.8,9897.25,9853.45,9891.7,9699.205,9731.29173
14-Jul-17,64.42399856,2983.932444,2792.180777,9913.3,9913.3,9845.45,9886.35,9735.75,9759.484143
17-Jul-17,64.34500039,2994.242485,2808.468093,9908.15,9928.2,9894.7,9915.95,9765.845,9787.932481
18-Jul-17,64.31599839,2983.188789,2821.447515,9832.7,9885.35,9792.05,9827.15,9787.23,9795.062939
19-Jul-17,64.26999981,3012.614831,2822.299553,9855.95,9905.05,9851.65,9899.6,9813.43,9814.069677
20-Jul-17,64.37499827,3056.741491,2824.571513,9920.2,9922.55,9863.45,9873.3,9833.305,9824.838827
21-Jul-17,64.38499963,3000.454616,2842.459523,9899.6,9924.7,9838,9915.25,9858.25,9841.277222
24-Jul-17,64.39499996,2975.170046,2855.975987,9936.8,9982.05,9919.6,9966.4,9877.785,9864.026818
25-Jul-17,64.38499963,3050.099838,2849.60362,10010.55,10011.3,9949.1,9964.55,9895.635,9882.30376
26-Jul-17,64.35500072,3125.655532,2836.710437,9983.65,10025.95,9965.95,10020.65,9916.09,9907.457622
27-Jul-17,64.12499963,3136.781217,2854.907872,10063.25,10114.85,10005.5,10020.55,9928.975,9928.019872
28-Jul-17,64.11500077,3173.387956,2860.043759,9996.55,10026.05,9944.5,10014.5,9941.79,9943.743532
1-Aug-17,64.09500007,3178.980223,2870.989228,10101.05,10128.6,10065.75,10114.65,9961.66,9974.817435
2-Aug-17,63.63500185,3132.143755,2858.841826,10136.3,10137.85,10054.2,10081.5,9987.095,9994.214265
3-Aug-17,63.70499998,3161.161286,2847.737188,10081.15,10081.15,9998.25,10013.65,9998.5,9997.748035
4-Aug-17,63.67499873,3126.537954,2849.481822,10008.6,10075.25,9988.35,10066.4,10017.81,10010.23021
7-Aug-17,63.84000163,3134.395701,2841.159307,10074.8,10088.1,10046.35,10057.4,10032.025,10018.80654
8-Aug-17,63.69199976,3147.433048,2843.000958,10068.35,10083.8,9947,9978.55,10033.24,10011.48717
9-Aug-17,63.85999845,3153.933694,2871.434396,9961.15,9969.8,9893.05,9908.05,10027.59,9992.680408
10-Aug-17,64.09500007,3176.760897,2906.385329,9872.85,9892.65,9776.2,9820.25,10007.55,9961.329425
11-Aug-17,64.13999966,3105.004286,2920.611927,9712.15,9771.65,9685.55,9710.8,9976.575,9915.77862
14-Aug-17,64.09000082,3112.745012,2908.743975,9755.75,9818.3,9752.1,9794.15,9954.54,9893.664326
16-Aug-17,64.17000019,3054.59965,2888.862568,9825.85,9903.95,9773.85,9897.3,9932.805,9894.325358
17-Aug-17,64.17000019,3004.958626,2915.562397,9945.55,9947.8,9883.75,9904.15,9915.07,9896.111656
18-Aug-17,64.09500007,3051.866899,2927.53759,9865.95,9865.95,9783.65,9837.4,9897.445,9885.43681
21-Aug-17,64.1099984,3090.009343,2918.480989,9864.25,9884.35,9740.1,9754.35,9866.24,9861.602844
22-Aug-17,64.07199847,3073.78527,2912.955076,9815.75,9828.45,9752.6,9765.55,9837.055,9844.138691
23-Aug-17,64.0450016,3082.31977,2914.483233,9803.05,9857.9,9786.75,9852.5,9824.45,9845.658929
24-Aug-17,64.0450016,3072.559715,2910.852239,9881.2,9881.5,9848.85,9857.05,9819.35,9847.730033
28-Aug-17,63.90499934,3008.790228,2932.577119,9907.15,9925.75,9882,9912.8,9828.605,9859.560936
29-Aug-17,64.01499897,2976.861974,2979.293907,9886.4,9887.35,9783.75,9796.05,9837.13,9848.013493
30-Aug-17,63.98999913,2966.626566,2955.231203,9859.5,9909.45,9850.8,9884.4,9846.155,9854.629221
31-Aug-17,63.93500112,2997.636519,2957.442404,9905.7,9925.1,9856.95,9917.9,9848.215,9866.132999
1-Sep-17,64.02499946,3010.646327,2977.98081,9937.65,9983.45,9909.85,9974.4,9855.24,9885.817909
4-Sep-17,64.04000195,3043.163318,3013.85469,9984.15,9988.4,9861,9912.85,9862.785,9890.732834
5-Sep-17,64.10500091,3101.196371,3012.883088,9933.25,9963.1,9901.05,9952.2,9882.57,9901.908683
6-Sep-17,64.06000116,3149.898741,3019.816033,9899.25,9931.55,9882.55,9916.2,9897.635,9904.507104
7-Sep-17,64.01499897,3140.71821,3020.18997,9945.85,9964.85,9917.2,9929.9,9905.375,9909.123994
8-Sep-17,63.78500066,3107.871588,3035.850357,9958.65,9963.6,9913.3,9934.8,9913.15,9913.792359
11-Sep-17,63.93500112,3052.53014,3001.894195,9971.75,10028.65,9968.8,10006.05,9922.475,9930.566475
12-Sep-17,64.03100125,3085.85059,2988.857539,10056.85,10097.55,10028.05,10093.05,9952.175,9960.108934
13-Sep-17,64.0099999,3127.8896,2994.971443,10099.25,10131.95,10063.15,10079.3,9971.665,9981.780037
14-Sep-17,64.12300125,3202.036291,2988.759276,10107.4,10126.5,10070.35,10086.6,9988.535,10000.83821
15-Sep-17,64.1099984,3195.448184,2992.954585,10062.35,10115.15,10043.65,10085.4,9999.635,10016.21308
18-Sep-17,64.15799908,3196.673612,2966.619596,10133.1,10171.7,10131.3,10153.1,10023.66,10041.10161
19-Sep-17,64.29999807,3218.554609,2962.032665,10175.6,10178.95,10129.95,10147.55,10043.195,10060.45587
20-Sep-17,64.29299914,3262.715153,2975.384643,10160.95,10171.05,10134.2,10141.15,10065.69,10075.12753
21-Sep-17,64.80999847,3285.465355,2953.755996,10139.6,10158.9,10058.6,10121.9,10084.89,10083.63161
22-Sep-17,64.79499834,3290.153403,2964.614363,10094.35,10095.05,9952.8,9964.4,10087.85,10061.95314
25-Sep-17,65.12699928,3346.532661,2978.353328,9960.1,9960.5,9816.05,9872.6,10074.505,10027.52529
26-Sep-17,65.45999887,3408.406663,3001.515765,9875.25,9891.35,9813,9871.5,10052.35,9999.157059
27-Sep-17,65.71499957,3425.000003,2980.039694,9920.6,9921.05,9714.4,9735.75,10017.995,9951.264866
28-Sep-17,65.47000161,3423.657964,2964.016836,9736.4,9789.2,9687.55,9768.95,9986.23,9918.116709
29-Sep-17,65.30999946,3374.346815,2966.425991,9814.3,9854,9775.35,9788.6,9956.55,9894.568216
3-Oct-17,65.4849986,3314.63103,2949.626282,9893.3,9895.4,9831.05,9859.5,9927.19,9888.192177
4-Oct-17,65.03000029,3281.374403,2947.600506,9884.35,9938.3,9850.65,9914.9,9903.925,9893.048145
5-Oct-17,65.14500105,3293.951442,2943.323365,9927,9945.95,9881.85,9888.7,9878.68,9892.257573
6-Oct-17,65.39999948,3268.104916,2942.959558,9908.15,9989.35,9906.6,9979.7,9864.46,9908.156196
9-Oct-17,65.35500052,3241.946271,2971.379671,9988.2,10015.75,9959.45,9988.75,9866.895,9922.809615
10-Oct-17,65.25000212,3290.851793,2981.203512,10013.7,10034,10002.3,10016.95,9881.33,9939.926049
11-Oct-17,65.15999809,3334.17988,2977.413342,10042.6,10067.25,9955.8,9984.8,9892.66,9948.084949
12-Oct-17,65.06000126,3296.369303,2983.186759,10011.2,10104.45,9977.1,10096.4,9928.725,9975.051322
13-Oct-17,64.69999808,3328.711978,2981.043544,10123.7,10191.9,10120.1,10167.45,9968.575,10010.0329
16-Oct-17,64.69999808,3368.243119,2990.824152,10207.4,10242.95,10175.1,10230.85,10012.8,10050.18146
17-Oct-17,65.03000029,3367.085727,2968.327941,10227.65,10251.85,10212.6,10234.45,10050.295,10083.68483
18-Oct-17,65.05499847,3392.395574,2959.105167,10209.4,10236.45,10175.75,10210.85,10079.89,10106.80577
19-Oct-17,64.99499961,3355.851531,2966.346796,10210.35,10211.95,10123.35,10146.55,10105.675,10114.032
23-Oct-17,65.02299798,3390.724004,2946.92297,10176.65,10224.15,10124.5,10184.85,10126.19,10126.908
24-Oct-17,65.09000027,3403.974578,2952.238683,10218.55,10237.75,10182.4,10207.7,10148.085,10141.59745
25-Oct-17,64.92500156,3398.851227,2939.697975,10321.15,10340.55,10240.9,10295.35,10175.925,10169.55246
26-Oct-17,64.83999855,3398.312529,2935.969442,10291.8,10355.65,10271.85,10343.8,10211.825,10201.23383
27-Oct-17,65.03999895,3461.882828,2926.560881,10362.3,10366.15,10311.3,10323.05,10234.49,10223.38223
30-Oct-17,64.86000001,3512.631062,2930.076651,10353.85,10384.5,10344.3,10363.65,10254.11,10248.88546
31-Oct-17,64.75000186,3511.330222,2925.079928,10364.9,10367.7,10323.95,10335.3,10264.555,10264.59719
1-Nov-17,64.56499849,3533.100581,2922.122513,10390.35,10451.65,10383.05,10440.5,10285.16,10296.57952
2-Nov-17,64.5750006,3511.942044,2926.817847,10440.5,10453,10412.55,10423.8,10306.455,10319.71052
3-Nov-17,64.56000068,3547.427608,2918.51506,10461.55,10461.7,10403.6,10452.5,10337.05,10343.85406
6-Nov-17,64.62499922,3641.366438,2922.968099,10431.75,10490.45,10413.75,10451.8,10363.745,10363.48059
7-Nov-17,65.06000126,3727.188037,2940.804545,10477.15,10485.75,10340.8,10350.15,10377.99,10361.05685
8-Nov-17,64.91999844,3706.970646,2950.270245,10361.95,10384.25,10285.5,10303.15,10378.77,10350.52833
9-Nov-17,64.97499924,3715.985551,2957.048865,10358.65,10368.45,10266.95,10308.95,10375.285,10342.96863
10-Nov-17,65.19000017,3726.967333,2959.367879,10304.35,10344.95,10254.1,10321.75,10375.155,10339.1107
13-Nov-17,65.43999826,3719.133522,2957.45115,10322,10334.15,10216.25,10224.95,10361.285,10318.35421
14-Nov-17,65.41000101,3669.050097,2954.340665,10223.4,10248,10175.55,10186.6,10346.415,10294.3989
15-Nov-17,65.27000176,3609.15216,2962.699612,10171.95,10175.45,10094,10118.05,10314.17,10262.33546
16-Nov-17,65.29500151,3606.699499,2949.904718,10152.9,10232.25,10139.2,10214.75,10293.265,10253.68356
17-Nov-17,65.01499961,3639.73186,2951.785535,10324.55,10343.6,10268.05,10283.6,10276.375,10259.12291
