Date,USD,Euro,GBP,JPY,CNY,HKD,SGD,NIKK,SPF,STI,HSI,SSE,FTSE,CRUDE,GOLD,Maxc,Minc,Avgc,PLR,Conf,Close
27-Jun-16,67.91,74.94,89.83,0.66,10.16,8.73,50.03,15309.21,2000.54,2729.85,20227.3,2895.7,5982.2,3202.34,3160.06,8120.65,8039.35,8294.15,0.00075,0,8094.7
28-Jun-16,67.71,75.01,90.35,0.66,10.15,8.69,50.01,15323.14,2036.09,2756.53,20172.46,2912.56,6140.4,3224.76,3129.62,8146.35,8086.85,8364,0.00409,0,8127.85
29-Jun-16,67.42,74.97,90.52,0.65,10.1,8.7,50.11,15566.83,2070.77,2792.73,20436.12,2931.59,6360.1,3299.59,3135.44,8212.4,8157.65,8401.28,0.00933,0,8204
30-Jun-16,67.5,74.82,89.85,0.66,10.09,8.66,49.94,15575.92,2098.86,2840.93,20794.37,2929.61,6504.3,3319.56,3121.76,8308.15,8242.1,8453.55,0.01016,0,8287.75
01-Jul-16,67.19,75.04,89.12,0.66,10.1,8.67,49.99,15682.48,2102.95,2846.37,21059.2,2988.6,6522.3,3264.38,3151.16,8356.75,8308.65,8491.68,0.00489,0,8328.35
04-Jul-16,67.26,74.69,89.41,0.66,10.07,8.69,49.91,15775.8,2088.55,2870.56,20750.72,3006.39,6545.4,3303.38,3180.18,8398.45,8364.7,8517.53,0.00507,0,8370.7
05-Jul-16,67.43,74.82,87.82,0.67,10.1,8.69,49.93,15669.33,2099.73,2864.67,20495.29,3017.29,6463.6,3203.86,3177.93,8381.45,8319.95,8515.63,-0.00416,0,8335.95
07-Jul-16,67.5,74.67,87.17,0.67,10.04,8.7,50,15378.99,2097.9,2862.17,20706.92,3016.85,6533.8,3172.99,3198.2,8361.95,8317.7,8476.58,0.00023,0,8337.9
08-Jul-16,67.14,74.22,87.13,0.67,10.03,8.65,49.91,15276.24,2129.9,2847.04,20564.17,2988.09,6590.6,3064.73,3168.46,8353.3,8287.55,8444.48,-0.00176,0,8323.2
11-Jul-16,67.14,74.24,86.93,0.65,10.01,8.65,49.68,15106.98,2137.16,2876.14,20880.5,2994.92,6682.9,3035.09,3170.27,8475.25,8407.05,8548.23,0.01724,0,8467.9
12-Jul-16,66.98,74.07,87.24,0.64,10.02,8.63,49.75,15708.82,2152.14,2901.82,21224.74,3049.38,6680.7,3083.02,3137.69,8526.6,8479.2,8601.35,0.00626,0,8521.05
13-Jul-16,67.02,74.32,88.7,0.64,10,8.64,49.76,16095.65,2152.43,2910.65,21322.37,3060.69,6670.4,3071.89,3124.92,8550.25,8493.55,8591.83,-0.00018,0,8519.5
14-Jul-16,66.84,74.33,88.11,0.63,10.04,8.62,49.8,16231.43,2163.75,2906.92,21561.06,3054.02,6654.5,3042.7,3095.36,8571.4,8500.7,8592.5,0.00533,0,8565
15-Jul-16,67.14,74.1,89.19,0.64,10.01,8.66,49.82,16385.89,2161.74,2925.35,21659.25,3054.3,6669.2,3072.06,3099.96,8594.8,8510.05,8596.2,-0.00276,0,8541.4
18-Jul-16,67.14,74.35,88.58,0.63,10.04,8.66,49.81,16497.85,2166.89,2928.76,21803.18,3043.56,6695.4,3059.97,3101.59,8587.1,8494.35,8580.73,-0.00384,0,8508.7
19-Jul-16,67.2,74.07,89,0.63,10.06,8.67,49.65,16723.31,2163.78,2919.54,21673.2,3036.6,6697.4,3051.62,3106.16,8540.05,8476.7,8583.7,0.00233,0,8528.55
20-Jul-16,67.16,73.98,88.11,0.63,10.06,8.66,49.51,16681.89,2173.02,2945.74,21882.48,3027.9,6729,3073.29,3090.22,8569.9,8512.55,8604.58,0.00436,0,8565.85
21-Jul-16,67.15,74.04,88.72,0.63,10.05,8.66,49.54,16810.22,2165.17,2940.48,22000.49,3039.01,6699.9,3073.91,3086.37,8585.25,8503.45,8594.15,-0.00653,0,8510.1
22-Jul-16,67.15,73.71,88.87,0.63,10.09,8.66,49.43,16627.25,2175.03,2945.35,21964.27,3012.82,6730.5,2999.89,3090.78,8548.95,8489.8,8565.98,0.00365,0,8541.2
25-Jul-16,67.41,74.11,88.06,0.64,10.09,8.69,49.48,16620.29,2168.48,2929.85,21993.44,3015.83,6710.1,2956.05,3082.15,8641.15,8517.2,8589.13,0.011,0,8635.65
26-Jul-16,67.32,73.97,88.59,0.64,10.06,8.68,49.55,16383.04,2169.18,2933.44,22129.73,3050.17,6724,2905.69,3090.93,8644.9,8577.15,8630.1,-0.00522,0,8590.65
27-Jul-16,67.07,74.17,88.4,0.64,10.07,8.65,49.55,16664.82,2166.58,2941.49,22218.99,2992,6750.4,2875.03,3092.62,8665,8572.05,8597.5,0.00292,0,8615.8
28-Jul-16,67.01,74.22,88.68,0.64,10.04,8.64,49.49,16476.84,2170.06,2918.62,22174.34,2994.32,6721.1,2812.99,3126.57,8674.7,8625.25,8687.93,0.00584,0,8666.3
29-Jul-16,66.66,74.48,88.22,0.65,10.05,8.59,49.75,16569.27,2173.6,2868.69,21891.37,2979.34,6724.4,2760.6,3132.87,8670.35,8631.15,8725.18,-0.00321,0,8638.5
01-Aug-16,66.76,74.53,88.15,0.65,10.06,8.6,49.75,16635.77,2170.84,2892.52,22129.14,2953.39,6694,2744.46,3151.43,8711.3,8590.5,8701.88,-0.00023,0,8636.55
03-Aug-16,66.77,74.44,89.07,0.66,10.06,8.61,49.78,16083.11,2163.79,2827.58,21739.12,2978.46,6634.4,2692.13,3181.7,8635.45,8529.6,8676.85,-0.01067,0,8544.85
04-Aug-16,66.84,74.39,88.99,0.66,10.04,8.62,49.81,16254.89,2164.25,2831.96,21832.23,2982.43,6740.2,2759.75,3172.35,8601.4,8518.15,8734.5,0.00073,0,8551.1
05-Aug-16,66.84,74.1,87.61,0.66,10.03,8.62,49.63,16254.45,2182.87,2828.17,22146.09,2976.7,6793.5,2790.11,3150.29,8689.4,8590.15,8779.43,0.01532,0,8683.15
08-Aug-16,66.81,74.11,87.37,0.65,10.03,8.61,49.61,16650.57,2180.89,2870.78,22494.76,3004.28,6809.1,2857.15,3113.35,8723.5,8697.6,8828.98,0.00324,0,8711.35
10-Aug-16,66.76,74.62,86.82,0.66,10.07,8.61,49.76,16735.12,2175.49,2875.57,22492.43,3018.75,6866.4,2845.55,3146.09,8690.1,8564.6,8751.88,-0.01574,0,8575.3
12-Aug-16,66.91,74.68,86.48,0.66,10.07,8.63,49.73,16919.92,2184.05,2867.4,22766.91,3050.67,6916,2940.28,3133.28,8684.3,8604.45,8672.15,0.01123,0,8672.15
16-Aug-16,66.87,75.42,86.11,0.67,10.08,8.62,49.9,16596.51,2178.15,2858.8,22910.84,3110.04,6893.9,3077.24,3142.34,8682.35,8600.45,8708.45,-0.00342,0,8642.55
17-Aug-16,66.89,75.51,87.24,0.67,10.08,8.63,49.82,16745.64,2182.22,2843.35,22799.78,3109.55,6859.2,3108.71,3136.43,8667.1,8603.6,8715.23,-0.00214,0,8624.05
18-Aug-16,66.83,75.88,87.25,0.67,10.09,8.62,49.9,16486.01,2187.02,2836.98,23023.16,3104.11,6869,3181.03,3145.93,8690.7,8645.05,8765.13,0.00569,0,8673.25
19-Aug-16,67.14,76.04,88,0.67,10.1,8.66,49.85,16545.82,2183.87,2844.02,22937.22,3108.1,6859,3253.68,3142.28,8696.6,8647.1,8728.33,-0.00073,0,8666.9
22-Aug-16,67.2,76.06,87.75,0.67,10.11,8.67,49.76,16598.19,2182.64,2841.19,22997.91,3084.8,6828.5,3236.92,3130.1,8684.85,8614,8691.25,-0.00437,0,8629.15
23-Aug-16,67.12,75.88,88.3,0.67,10.09,8.66,49.67,16497.36,2186.9,2850.43,22998.93,3089.71,6868.5,3190.82,3136.17,8642.15,8580,8673.53,0.0004,0,8632.6
24-Aug-16,67.17,75.65,88.59,0.67,10.06,8.66,49.58,16597.3,2175.44,2869.57,22820.78,3085.88,6835.8,3175.4,3120.61,8661.05,8620.9,8710.78,0.00205,0,8650.3
25-Aug-16,67.02,75.61,88.88,0.67,10.06,8.64,49.52,16555.95,2172.47,2876.93,22814.95,3068.33,6816.9,3153.98,3096.94,8683.05,8583.65,8610.4,-0.00674,0,8592.2
26-Aug-16,67.14,75.18,88.4,0.66,10.05,8.66,49.4,16360.71,2169.04,2857.65,22909.54,3070.31,6838.1,3195.2,3108.06,8622.95,8547.55,8614.55,-0.00229,0,8572.55
30-Aug-16,67.14,74.82,87.94,0.65,10.03,8.66,49.2,16725.36,2176.12,2828.39,23016.11,3074.68,6820.8,3157.19,3094.4,8750.6,8642.25,8623.35,0.01984,0,8744.35
31-Aug-16,66.97,74.74,87.84,0.65,10.01,8.63,49.15,16887.4,2170.95,2820.59,22976.88,3085.49,6781.5,3062.76,3077.25,8819.2,8754.05,8684.73,0.00477,0,8786.2
01-Sep-16,66.8,74.8,87.99,0.65,10,8.61,49.13,16926.84,2170.86,2816.47,23162.34,3063.3,6746,2969.71,3073.75,8813.25,8759.95,8722.53,-0.00132,0,8774.65
02-Sep-16,66.8,74.52,88.63,0.64,9.96,8.61,49.11,16925.68,2179.98,2803.92,23266.7,3067.35,6894.6,2941.18,3087.23,8824.1,8768.2,8733.48,0.00398,0,8809.65
06-Sep-16,66.28,74.6,88.44,0.65,9.98,8.55,49.22,17081.98,2186.48,2896.55,23787.68,3090.71,6826.1,2973.38,3111.57,8950.85,8848.45,8787.73,0.01502,0,8943
07-Sep-16,66.48,74.73,89.08,0.65,10,8.57,49.36,17012.44,2186.16,2893.65,23741.81,3091.93,6846.6,3000.44,3135.57,8968.7,8913.35,8825.15,-0.00281,0,8917.95
08-Sep-16,66.63,75.03,88.69,0.65,10.02,8.59,49.3,16958.77,2181.3,2894.48,23919.34,3095.95,6858.7,3107.42,3130.2,8960.35,8896,8809.33,0.00387,0,8952.5
09-Sep-16,66.9,75.14,88.59,0.65,9.99,8.62,49.22,16965.76,2127.81,2873.33,24099.7,3078.85,6777,3120.44,3121.86,8939.15,8858.7,8758,-0.00963,0,8866.7
14-Sep-16,66.8,75.33,89.02,0.65,10.01,8.65,49.13,16614.24,2125.77,2809.35,23190.64,3002.85,6673.3,2982.11,3105.32,8739.85,8688.9,8656.88,-0.01593,0,8726.6
20-Sep-16,66.99,74.85,87.26,0.66,10.04,8.63,49.19,16492.15,2139.76,2854.69,23530.86,3023,6830.8,2947.09,3095.23,8816.45,8759.3,8706.53,0.00563,0,8775.9
21-Sep-16,66.74,74.72,87.27,0.66,10,8.64,49.18,16807.62,2163.12,2850.74,23669.9,3025.87,6834.8,3036.99,3111.63,8826.85,8757.3,8713.45,0.00014,0,8777.15
23-Sep-16,66.71,74.68,86.95,0.66,10,8.59,49.13,16754.02,2164.69,2856.95,23686.48,3033.9,6909.4,3057.58,3128.66,8885.2,8820.3,8684.9,0.00618,0,8831.55
26-Sep-16,66.61,74.89,87.14,0.66,9.99,8.6,49.08,16544.56,2146.1,2849.94,23317.92,2980.43,6818,3034.32,3130.22,8809.55,8715.1,8609.55,-0.01236,0,8723.05
27-Sep-16,66.42,74.97,86.51,0.66,9.96,8.59,48.95,16683.93,2159.93,2860.23,23571.9,2998.17,6807.7,3005.21,3112.14,8768.5,8690.5,8613.18,-0.00191,0,8706.4
28-Sep-16,66.35,74.42,86.5,0.66,10.02,8.56,48.82,16465.4,2171.37,2858.01,23619.65,2987.86,6849.4,3018.27,3097.25,8767.05,8703.15,8631.28,0.00444,0,8745.15
29-Sep-16,66.81,74.98,86.38,0.66,9.98,8.61,48.97,16693.71,2151.13,2885.71,23739.47,2998.48,6919.4,3170.81,3109.88,8800.65,8558.25,8517.23,-0.01776,0,8591.25
30-Sep-16,66.56,74.82,86.65,0.66,9.97,8.58,48.84,16449.84,2168.27,2869.47,23297.15,3004.7,6899.3,3191.34,3112.26,8637.15,8555.2,8576.83,0.00231,0,8611.15
13-Oct-16,66.79,73.85,81.56,0.64,9.92,8.61,48.35,16774.24,2132.55,2805.48,23549.52,3061.35,6977.7,3351.49,2979.5,8681.55,8541.35,8500.98,-0.0044,0,8573.35
14-Oct-16,66.72,73.2,81.86,0.64,9.91,8.6,47.99,16856.37,2132.98,2815.24,23233.31,3063.81,7013.6,3377.32,2963.12,8604.45,8549.8,8419.18,0.00117,0,8583.4
17-Oct-16,66.79,73.46,81.2,0.64,9.9,8.61,48.07,16900.12,2126.5,2817.07,23037.54,3041.17,6947.6,3344.42,2967.28,8615.4,8506.15,8358.1,-0.00737,0,8520.4
18-Oct-16,66.73,73.28,81.37,0.64,9.89,8.6,48.16,16963.61,2139.6,2830.63,23394.39,3083.88,7000.1,3352.24,2977.07,8685.1,8555.9,8353.58,0.01832,0,8677.9
19-Oct-16,66.64,73.14,82.06,0.64,9.91,8.59,48.06,16998.91,2144.29,2844.62,23304.97,3084.72,7021.9,3433.8,2988.85,8698.75,8636.7,8382.83,-0.00217,0,8659.1
20-Oct-16,66.83,73.05,81.89,0.64,9.89,8.61,48.01,17235.5,2141.34,2842.62,23374.4,3084.46,7026.9,3422.79,2996.1,8727,8678.3,8390.38,0.00464,0,8699.4
24-Oct-16,66.85,72.74,81.81,0.64,9.85,8.62,47.98,17234.42,2151.33,2856.68,23604.08,3128.25,6986.4,3377.88,2981.19,8736.95,8684.15,8351.6,0.0011,0,8708.95
25-Oct-16,66.81,72.74,81.81,0.64,9.87,8.61,48.07,17365.25,2143.16,2854.05,23565.11,3131.94,7017.6,3378.06,2986.3,8722.65,8663.45,8392.85,-0.00203,0,8691.3
26-Oct-16,66.86,72.94,81.42,0.64,9.86,8.62,48.07,17391.84,2139.43,2828.57,23325.43,3116.31,6958.1,3314.63,2991.27,8657.3,8596.6,8371.55,-0.00879,0,8615.25
27-Oct-16,66.88,72.88,81.88,0.64,9.85,8.62,47.95,17336.42,2133.04,2828.94,23132.35,3112.35,6986.6,3323.16,2990.12,8624.85,8550.25,8373.8,0,0,8615.25
28-Oct-16,66.78,73.37,81.34,0.64,9.84,8.61,47.97,17446.41,2126.41,2816.26,22954.81,3104.27,6996.3,3307.78,2992.27,8653.75,8581.75,8408,0.00264,0,8638
01-Nov-16,66.7,73.74,81.65,0.64,9.88,8.6,48.03,17442.4,2111.72,2813.69,23147.07,3122.44,6917.1,3138.77,3017.81,8669.6,8614.5,8432.65,-0.00136,0,8626.25
02-Nov-16,66.76,74.09,81.66,0.65,9.86,8.61,48.22,17134.68,2097.94,2807.14,22810.5,3102.73,6845.4,3057.37,3049.41,8549.5,8504.85,8332.08,-0.0131,0,8514
04-Nov-16,66.8,74.42,83.08,0.65,9.85,8.61,48.29,16905.36,2085.18,2788.8,22642.62,3125.32,6693.3,2967.2,3052.03,8504,8400.25,8271.08,-0.00947,0,8433.75
07-Nov-16,66.74,73.69,83.17,0.64,9.76,8.61,48.04,17177.21,2131.52,2800.95,22801.4,3133.33,6806.9,2984.87,3018.81,8535.85,8481.45,8330.08,0.00748,0,8497.05
08-Nov-16,66.25,73.04,82.75,0.63,9.81,8.54,47.78,17171.38,2139.56,2820.24,22909.47,3147.89,6843.1,2997.6,3004.22,8559.4,8480.1,8335.28,0.00546,0,8543.55
09-Nov-16,66.51,72.56,81.99,0.63,9.83,8.58,47.54,16251.54,2163.26,2789.88,22415.19,3128.37,6911.8,2984.68,3060.34,8476.2,8002.25,8129.25,-0.01314,0,8432
10-Nov-16,66.87,72.84,82.52,0.63,9.92,8.62,47.37,17344.42,2167.48,2834.09,22839.11,3171.28,6828,3012.91,2999.81,8598.45,8510.7,8392.83,0.01106,0,8525.75
11-Nov-16,67.57,73.35,83.95,0.63,9.9,8.71,47.83,17374.79,2164.45,2814.6,22531.09,3196.04,6730.4,2972.24,2966.36,8460.6,8284.95,8257.8,-0.02728,0,8296.3
15-Nov-16,67.79,72.68,84.67,0.62,9.88,8.74,47.96,17668.15,2180.39,2797.55,22323.91,3206.99,6792.7,3038.22,2931.38,8288.55,8093.2,8161.03,-0.0229,0,8108.45
16-Nov-16,68,72.7,84.44,0.62,9.89,8.77,48.05,17862.21,2176.94,2793.99,22280.53,3205.06,6749.7,3112.2,2937.38,8210.05,8089.4,8159.4,0.00039,0,8111.6
17-Nov-16,68.02,72.28,84.61,0.62,9.9,8.77,47.88,17862.63,2187.12,2813.48,22262.88,3208.45,6794.7,3123.49,2928.94,8151.25,8060.3,8143.1,-0.00391,0,8079.95
18-Nov-16,68.19,72.2,84.46,0.61,9.9,8.79,47.83,17967.41,2181.9,2838.65,22344.21,3192.86,6775.8,3098.76,2890.93,8128.95,8048.3,8113.5,-0.00072,0,8074.1
21-Nov-16,68.23,72.52,84.2,0.62,9.93,8.8,47.91,18106.02,2198.18,2816.67,22357.78,3218.15,6778,3252.38,2907.84,8102.45,7916.4,8024.45,-0.01812,0,7929.1
22-Nov-16,68.4,72.68,85.24,0.62,9.94,8.82,48.04,18162.94,2202.94,2822.2,22678.07,3248.35,6819.7,3308.37,2916.24,8019.05,7938.15,8031.13,0.00919,0,8002.3
25-Nov-16,68.52,72.54,85.62,0.61,9.93,8.83,47.94,18381.22,2213.35,2859.33,22723.45,3261.94,6840.8,3241.5,2853.58,8122.25,7976.75,8044.65,0.0139,0,8114.3
28-Nov-16,68.58,72.79,85.42,0.61,9.95,8.84,48.16,18356.89,2201.72,2874.65,22830.57,3277,6799.5,3205.38,2874.93,8146.5,8066.5,8056.48,0.00155,0,8126.9
29-Nov-16,68.61,73.07,85.14,0.61,9.96,8.85,48.15,18307.04,2204.66,2879.14,22737.07,3282.92,6772,3162.25,2863.78,8197.35,8128.7,8114.63,0.00187,0,8142.15
30-Nov-16,68.6,72.63,85.7,0.6,9.91,8.84,47.85,18308.48,2198.81,2905.17,22789.77,3250.03,6783.8,3293.19,2846.61,8234.25,8139.25,8125.18,0.01006,0,8224.5
01-Dec-16,68.24,72.75,85.79,0.6,9.88,8.8,47.85,18513.12,2191.08,2928.58,22878.23,3273.31,6752.9,3452.34,2806,8250.8,8185.05,8191.03,-0.00385,0,8192.9
02-Dec-16,68.03,72.61,85.91,0.6,9.89,8.77,47.93,18426.08,2191.95,2919.37,22564.82,3243.84,6730.7,3481.01,2808.7,8159.3,8070.05,8144.28,-0.01303,0,8086.8
05-Dec-16,68.02,73.22,86.29,0.6,9.84,8.77,47.95,18274.99,2204.71,2943.05,22505.55,3204.71,6746.8,3543.36,2796.76,8141.9,8056.85,8169.75,0.00517,0,8128.75
06-Dec-16,67.74,72.61,86.62,0.59,9.8,8.73,47.68,18360.54,2212.23,2949.12,22675.15,3199.65,6779.8,3466.69,2793.16,8178.7,8130.85,8218.85,0.00177,0,8143.15
07-Dec-16,67.44,72.52,85.88,0.59,9.82,8.69,47.59,18496.69,2241.35,2959.84,22800.92,3222.24,6902.2,3425.9,2791.1,8190.45,8077.5,8185.65,-0.00506,0,8102.05
08-Dec-16,67.55,71.7,85.14,0.59,9.77,8.71,47.47,18765.47,2246.19,2958.86,22861.84,3215.37,6931.6,3391.93,2783.24,8256.25,8151.75,8270.38,0.01771,0,8246.85
09-Dec-16,67.47,71.26,85.01,0.58,9.76,8.7,47.16,18996.37,2259.53,2956.13,22760.98,3232.88,6954.2,3470.13,2767.76,8274.95,8241.95,8329.58,0.00181,0,8261.75
12-Dec-16,67.43,71.71,84.97,0.59,9.77,8.69,47.37,19155.03,2256.96,2952.19,22433.02,3152.97,6890.4,3611.37,2754.44,8230.65,8154.45,8307.75,-0.01107,0,8170.8
13-Dec-16,67.41,71.64,85.48,0.59,9.77,8.69,47.34,19250.52,2271.72,2955.23,22446.7,3155.04,6968.6,3576.46,2755.43,8228.85,8155.8,8291.25,0.00622,0,8221.8
14-Dec-16,67.47,71.1,85.33,0.58,9.77,8.7,46.95,19253.61,2253.28,2954.06,22456.62,3140.53,6949.2,3533.81,2761.3,8229.4,8165.1,8303,-0.0048,0,8182.45
15-Dec-16,67.86,70.67,84.78,0.57,9.75,8.74,47.04,19273.79,2262.03,2930.77,22059.4,3117.68,6999,3452.06,2709.51,8225.9,8121.95,8291.13,-0.00353,0,8153.6
16-Dec-16,67.86,70.92,84.27,0.58,9.76,8.74,46.94,19401.15,2258.07,2937.86,22020.75,3122.98,7011.6,3483.55,2711.57,8178.7,8127.45,8286.3,-0.00174,0,8139.45
19-Dec-16,67.84,70.57,84.8,0.58,9.77,8.74,46.82,19391.6,2262.53,2913.08,21832.68,3118.08,7017.2,3549.6,2722.24,8132.5,8094.85,8259.25,-0.00432,0,8104.35
20-Dec-16,67.92,70.55,84.13,0.58,9.77,8.75,46.97,19494.53,2270.76,2911.31,21729.06,3102.88,7044,3640,2710.07,8124.1,8062.75,8233.45,-0.00271,0,8082.4
21-Dec-16,67.84,70.72,83.97,0.58,9.76,8.74,46.94,19444.49,2265.18,2901.7,21809.8,3137.43,7041.4,3627.93,2709.21,8112.55,8053.25,8267.1,-0.00261,0,8061.3
22-Dec-16,67.85,70.81,83.81,0.58,9.77,8.74,46.75,19427.67,2260.96,2882.04,21636.2,3139.56,7063.7,3589.52,2695.78,8046.45,7964.95,8288.78,-0.01025,0,7979.1
28-Dec-16,68.23,71.05,83.42,0.58,9.77,8.8,47.04,19401.72,2249.92,2889.15,21754.74,3102.24,7106.1,3693.73,2727.71,8100.55,8028.4,8388.33,0.00696,0,8034.85
29-Dec-16,67.93,71.27,83.42,0.58,9.78,8.76,46.91,19145.14,2249.26,2880.76,21790.91,3096.1,7120.3,3673.85,2744.39,8111.1,8020.8,8417.45,0.00852,0,8103.6
30-Dec-16,67.95,71.46,83.31,0.58,9.81,8.76,46.92,19114.37,2238.83,2898.97,22000.56,3103.64,7142.8,3659.88,2754.2,8197,8114.75,8462.03,0.01009,0,8185.8
04-Jan-17,67.89,71.21,83.54,0.58,9.83,8.75,47.14,19594.16,2270.75,2954.14,22134.47,3158.79,7189.7,3594.17,2772.27,8218.5,8180.9,8486.08,0.00057,0,8190.5
05-Jan-17,67.74,71.85,83.65,0.59,9.84,8.74,47.43,19520.69,2269,2962.63,22456.69,3165.41,7195.3,3631.35,2788.21,8282.65,8223.7,8522.55,0.01012,0,8273.8
06-Jan-17,68.12,71.75,84.13,0.58,9.82,8.78,47.32,19454.33,2276.98,2981.54,22503.01,3154.32,7210.1,3673.9,2788.59,8306.85,8233.25,8527.68,-0.00363,0,8243.8
10-Jan-17,68.33,72.12,82.83,0.59,9.85,8.81,47.57,19301.44,2268.9,3000.94,22744.85,3161.67,7275.5,3546.35,2811.68,8293.8,8261,8543.95,0.00542,0,8288.6
11-Jan-17,68.31,72.29,83.2,0.59,9.89,8.81,47.88,19364.67,2275.32,2993,22935.35,3136.75,7290.5,3533.77,2821.42,8389,8322.25,8571.35,0.01104,0,8380.65
12-Jan-17,68.14,72.31,83.42,0.59,9.88,8.79,47.76,19134.7,2270.44,3025.07,22829.02,3119.29,7292.4,3601.89,2842.64,8417.2,8382.3,8595.1,0.00316,0,8407.2
13-Jan-17,68.18,72.57,82.86,0.6,9.87,8.79,47.78,19287.28,2274.64,3013.12,22937.38,3112.76,7337.8,3598.18,2834.17,8461.05,8373.15,8578.55,-0.00082,0,8400.35
16-Jan-17,68.1,72.21,83.03,0.6,9.9,8.78,47.61,19095.24,2267.89,3012.77,22718.15,3103.43,7327.1,3573.19,2853.92,8426.7,8374.4,8635.43,0.00148,0,8412.8
17-Jan-17,67.86,72.7,82.05,0.6,9.98,8.75,47.95,18813.53,2271.89,3000.22,22840.97,3108.77,7220.4,3600.72,2870.05,8440.9,8378.3,8632.28,-0.00176,0,8398
18-Jan-17,68.22,72.52,84.24,0.59,9.91,8.8,47.72,18894.37,2263.69,3008.22,23098.26,3113.01,7247.6,3540.34,2875.29,8460.3,8397.4,8659.1,0.00226,0,8417
19-Jan-17,68.1,72.62,83.63,0.59,9.9,8.78,47.76,19072.25,2271.31,3011.08,23049.96,3101.3,7208.4,3529.39,2856.35,8445.15,8404.05,8682.4,0.00215,0,8435.1
20-Jan-17,68.08,72.86,84.05,0.59,9.93,8.78,47.76,19137.91,2265.2,3025.48,22885.91,3123.14,7198.4,3620.08,2861.47,8423.65,8340.95,8661.55,-0.01022,0,8349.35
23-Jan-17,68.05,73.26,84.24,0.59,9.93,8.77,48,18891.03,2280.07,3041.95,22898.52,3136.77,7151.2,3606.64,2878.87,8404.15,8327.2,8639.5,0.00504,0,8391.5
24-Jan-17,68.14,73.12,85.31,0.6,9.88,8.78,47.94,18787.99,2298.37,3039.94,22949.86,3142.55,7150.3,3633.17,2874.5,8480.95,8398.15,8656.45,0.01,0,8475.8
25-Jan-17,67.99,73.07,85.31,0.6,9.91,8.76,48.11,19057.5,2296.68,3051.78,23049.12,3149.55,7164.4,3618.15,2849.79,8612.6,8493.95,8727.38,0.01487,0,8602.75
03-Feb-17,67.18,72.45,84.2,0.6,9.79,8.66,47.73,18918.2,2297.42,3056.91,23129.21,3140.17,7188.3,3621.12,2884.75,8748.25,8707.75,8850.13,0.01594,0,8740.95
06-Feb-17,67.19,72.23,83.9,0.6,9.78,8.66,47.71,18976.71,2292.56,3071.64,23348.24,3156.98,7172.2,3610.69,2907.24,8814.1,8770.2,8838.65,0.00685,0,8801.05
07-Feb-17,67.35,71.95,83.79,0.6,9.76,8.68,47.5,18910.78,2293.08,3066.53,23331.57,3153.09,7186.2,3542.22,2927.87,8809.3,8741.05,8854.43,-0.00373,0,8768.3
08-Feb-17,67.05,71.74,84.25,0.6,9.72,8.64,47.33,19007.6,2294.67,3079.96,23485.13,3166.98,7188.8,3493.96,2933.64,8791.25,8715,8846.43,0.00009,0,8769.05
09-Feb-17,66.76,71.15,84.08,0.59,9.72,8.61,47,18907.67,2307.87,3100.39,23525.14,3183.18,7229.5,3538.38,2923.78,8821.4,8724.1,8840.58,0.00107,0,8778.4
10-Feb-17,66.85,71.14,83.43,0.59,9.73,8.62,47.01,19378.93,2316.1,3111.63,23574.98,3196.7,7258.8,3588.65,2903.47,8822.1,8771.2,8858.5,0.00172,0,8793.55
13-Feb-17,66.98,70.98,83.51,0.59,9.73,8.63,47.02,19459.15,2328.25,3072.47,23710.98,3216.84,7278.9,3576.28,2907.16,8826.9,8754.2,8864.95,0.00131,0,8805.05
14-Feb-17,66.84,70.7,83.88,0.58,9.73,8.61,47.03,19238.98,2337.58,3088.48,23703.01,3217.93,7268.6,3567.75,2907.52,8820.45,8772.5,8947.63,-0.00145,0,8792.3
15-Feb-17,66.88,70.89,83.34,0.59,9.79,8.62,47.13,19437.98,2349.25,3096.69,23994.87,3212.99,7302.4,3552.06,2901.76,8807.9,8712.85,8909.7,-0.00772,0,8724.7
16-Feb-17,67.08,71.6,83.32,0.59,9.77,8.64,47.36,19347.53,2347.22,3107.65,24107.7,3229.62,7277.9,3568.91,2931.19,8783.95,8719.6,8939.03,0.00609,0,8778
17-Feb-17,67.08,71.2,83.77,0.59,9.73,8.64,47.28,19234.62,2351.16,3096.69,24033.74,3202.08,7300,3576.57,2938.01,8896.45,8804.25,9011.33,0.00497,0,8821.7
21-Feb-17,66.99,70.58,83.37,0.59,9.73,8.63,47.15,19381.44,2365.38,3122.2,23963.63,3253.33,7274.8,3662.98,2919.11,8920.8,8860.95,9004.35,0.00322,0,8907.85
22-Feb-17,66.95,70.67,83.54,0.59,9.71,8.63,47.4,19379.87,2362.82,3137.57,24201.96,3261.22,7302.3,3621.88,2925.39,8960.75,8905.25,8989.08,0.00214,0,8926.9
23-Feb-17,66.69,70.57,83.36,0.59,9.7,8.59,47.42,19371.46,2363.81,3117.03,24114.86,3251.38,7271.4,3641.37,2935.24,8982.15,8927.55,9013.3,0.00141,0,8939.5
27-Feb-17,66.7,70.62,83.09,0.59,9.72,8.59,47.5,19107.47,2369.75,3096.61,23925.05,3228.66,7253,3634.6,2964.06,8951.8,8888.65,9011.1,-0.0048,0,8896.7
